County,CensusTract,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Voters,Workers,Locations,Hours,eff_score
culberson,48109950300.0,78.4,19.2,0.4,0.5,0.0,0.1,1591.0,35000.0,5602.0,17340.0,3140.0,29.7,41.7,20.1,32.2,24.2,15.7,7.8,73.1,18.7,0.2,2.9,3.0,2.2,11.0,1020.0,74.7,19.1,6.2,0.0,6.5,1714,18,5,12,0.6301050175029171
dallam,48111950200.0,34.1,61.7,0.75,1.2000000000000002,1.0,0.0,2092.0,47257.5,6025.5,23821.5,3271.0,14.8,21.5,24.5,21.45,16.75,20.0,17.3,80.0,11.5,1.0,1.75,2.95,2.85,12.65,1690.5,74.95,13.25,11.55,0.25,3.9,3040,8,2,12,0.06315789473684211
dallas,48113016321.818535,37.65180265654644,33.94990512333965,20.908349146110066,0.17077798861480076,5.423908918406067,0.044971537001897516,2708.3213610586013,57175.50095238095,9558.495238095238,30441.411764705877,4558.779886148008,19.265654648956332,27.65502846299809,32.563757115749546,18.40151802656548,24.27514231499051,11.567552182163194,13.192789373814035,77.73055028463011,11.181973434535106,3.3519924098671723,1.5400379506641355,2.0521821631878545,4.144592030360533,26.29790874524713,2253.228733459357,84.10796963946859,9.136812144212524,6.595445920303611,0.16129032258064513,7.710815939278937,1338338,3092,416,12,11.533158290357143
dawson,48115950475.75,52.075,40.95,5.25,0.25,0.7500000000000001,0.025,2409.5,41306.5,8125.0,20268.25,3250.0,17.1,18.175,22.225,18.15,24.7,17.35,17.55,77.47500000000002,16.1,0.275,1.75,1.75,2.6500000000000004,15.849999999999998,1211.0,68.0,20.925,10.95,0.1,9.375,7065,28,9,12,0.4280254777070064
dewitt,48123970300.0,32.7,58.76000000000001,7.979999999999999,0.08,0.08,0.0,3109.4,51639.8,11227.2,29856.6,6001.8,14.78,20.6,29.5,19.0,21.36,14.72,15.4,83.6,8.38,0.04,2.3200000000000003,1.3,4.32,23.04,1585.4,72.52,17.439999999999998,9.8,0.24,6.4,11765,27,10,12,0.2753931151721207
delta,48119950150.0,7.0,80.0,9.35,0.4,0.8,0.0,2010.0,40795.5,4627.0,20329.5,2336.0,24.35,42.4,33.05,14.9,21.75,11.65,18.6,82.35,10.2,0.0,3.4,1.75,2.25,29.75,915.0,73.15,16.45,10.4,0.0,14.3,3838,23,1,12,0.07191245440333507
denton,48121021264.80292,19.159854014598533,60.83868613138689,8.790510948905109,0.2671532846715329,8.020437956204379,0.06934306569343067,3525.2700729927,83279.24087591241,11151.642335766423,35106.67153284672,4301.686131386861,9.726277372262773,11.747445255474455,43.99197080291971,14.778102189781015,26.41824817518248,6.1598540145985385,8.662043795620438,80.70802919708032,9.12189781021898,1.0664233576642341,1.3751824817518246,1.3627737226277374,6.360583941605837,27.649635036496353,2831.2700729927,82.30583941605839,11.829927007299268,5.698540145985401,0.16277372262773726,5.577372262773722,503487,521,94,12,1.1672356982404708
dickens,48125950300.0,26.4,66.9,6.1,0.2,0.0,0.0,1714.0,39700.0,4253.0,20659.0,2919.0,20.1,24.8,41.5,15.6,16.9,19.0,7.0,75.3,9.7,0.0,6.2,2.8,6.1,16.1,744.0,59.0,31.2,9.5,0.3,13.6,1268,15,6,12,0.8517350157728707
donley,48129950250.0,10.5,82.5,5.25,0.65,0.4,0.05,1413.0,36457.5,3963.5,20544.0,2352.5,17.55,32.15000000000001,34.25,24.15,15.75,14.8,11.0,68.55,16.75,0.0,4.45,1.15,9.1,23.4,705.5,55.45,29.95,14.6,0.0,3.3000000000000003,2230,12,6,12,0.3874439461883408
duval,48131950266.66666,88.06666666666668,10.4,0.8666666666666666,0.26666666666666666,0.4,0.0,2878.333333333333,36452.66666666666,9947.666666666666,21174.666666666668,5029.666666666667,23.4,35.26666666666666,18.1,24.33333333333333,22.16666666666667,22.9,12.5,69.73333333333333,19.5,0.0,5.7,1.9666666666666668,3.1,28.133333333333336,1445.333333333333,75.86666666666666,17.266666666666666,6.533333333333334,0.3666666666666667,10.633333333333333,1971,32,9,12,1.7534246575342465
eastland,48133950300.0,16.22,79.88000000000002,2.3,0.18,0.26,0.0,2784.0,34550.6,6120.2,20221.0,4187.2,18.34,20.78,29.32,21.26,19.98,13.419999999999998,16.02,83.42,10.84,0.06,1.6800000000000002,0.8,3.22,19.96,1360.6,76.53999999999998,14.4,8.32,0.74,4.54,10860,32,9,12,0.318232044198895
ector,48135001750.321434,56.475000000000016,36.82857142857143,4.2785714285714285,0.29999999999999993,0.7607142857142856,0.0035714285714285718,3306.392857142857,57245.857142857145,9021.107142857143,25801.25,3795.0,13.603571428571431,17.15357142857143,22.75714285714286,15.87857142857143,25.114285714285717,17.939285714285713,18.325,80.93214285714286,14.578571428571427,0.5928571428571427,1.1178571428571429,0.5142857142857143,2.260714285714285,20.924999999999994,2504.642857142857,82.34285714285714,10.639285714285718,6.878571428571429,0.1392857142857143,5.117857142857141,76573,111,26,12,0.4522743003408512
edwards,48137950300.0,51.0,48.8,0.2,0.1,0.0,0.0,1480.0,41813.0,16850.0,27893.0,9683.0,10.8,20.8,22.7,20.9,26.9,22.0,7.5,56.2,14.4,0.0,5.7,7.2,16.5,23.2,912.0,57.2,23.0,19.7,0.0,4.9,1454,15,5,12,0.6189821182943603
ellis,48139060655.129036,25.00967741935484,63.906451612903226,8.632258064516131,0.27096774193548384,0.5451612903225808,0.029032258064516123,3393.1290322580644,63247.06451612902,9783.032258064517,26101.70967741936,3364.677419354838,12.541935483870967,17.03870967741935,30.758064516129032,14.841935483870966,27.25806451612902,11.138709677419355,16.012903225806447,81.52580645161291,11.787096774193547,0.3451612903225807,0.5516129032258064,0.8290322580645161,4.96774193548387,28.554838709677423,2409.7741935483873,78.57741935483871,13.9741935483871,7.390322580645161,0.05806451612903225,6.238709677419355,108499,168,36,12,0.6689093908699619
erath,48143950375.375,20.487500000000004,76.3125,1.075,0.4375,0.6124999999999999,0.0,3683.0,42170.5,8081.375,22966.0,4127.125,23.1125,22.1875,29.15,18.3,21.75,14.55,16.25,81.8375,10.2625,0.2625,2.5875000000000004,1.2,3.8375,21.100000000000005,2409.375,76.99999999999999,14.5,8.4875,0.025,4.3375,22534,37,10,12,0.1970355906629981
falls,48145000483.333336,21.9,51.46666666666667,25.116666666666664,0.05000000000000001,0.23333333333333334,0.05,2165.0,39522.5,7512.5,16748.666666666668,2367.0,21.816666666666666,31.33333333333333,25.21666666666667,21.55,22.05,15.033333333333333,16.166666666666668,76.23333333333333,13.283333333333333,2.3833333333333333,2.8000000000000003,2.333333333333333,2.95,24.78333333333333,1011.3333333333335,70.43333333333334,21.53333333333333,7.7666666666666675,0.25,7.466666666666666,10438,0,2494,12,0.0
fannin,48147950500.66666,9.322222222222225,80.93333333333331,6.322222222222222,0.2888888888888889,0.5666666666666668,0.04444444444444445,2810.888888888889,44583.0,6925.666666666668,20844.33333333333,2229.222222222222,17.411111111111108,22.077777777777783,30.91111111111111,16.966666666666665,22.04444444444444,12.733333333333333,17.355555555555554,81.87777777777778,10.477777777777776,0.04444444444444445,1.2888888888888888,1.2888888888888888,5.033333333333334,29.711111111111123,1473.2222222222224,73.35555555555554,19.366666666666667,7.155555555555557,0.1111111111111111,6.488888888888888,20809,49,15,12,0.4238550627132491
fayette,48149970400.0,16.514285714285716,76.0,6.9,0.028571428571428574,0.1,0.028571428571428574,2631.428571428572,48981.714285714275,7733.285714285716,29636.714285714286,4779.428571428572,11.214285714285712,13.742857142857144,24.07142857142857,16.685714285714287,25.514285714285712,16.87142857142857,16.857142857142858,82.91428571428571,9.585714285714284,0.17142857142857146,1.6428571428571428,1.0285714285714285,4.714285714285714,24.414285714285718,1667.0,76.22857142857143,13.471428571428573,10.057142857142855,0.2857142857142857,2.228571428571429,16583,106,26,12,1.9943315443526504
floyd,48153950550.0,55.25,40.40000000000001,2.5,0.05,0.1,0.0,2051.0,41345.5,8279.0,22474.5,3310.5,22.15,37.5,29.65,15.65,18.75,21.8,14.2,81.94999999999997,9.25,0.0,2.3,0.55,6.050000000000002,15.05,1300.0,72.55,17.6,9.75,0.1,7.75,3970,6,2,12,0.036272040302267
foard,48155950100.0,11.6,84.5,2.9,0.0,0.9,0.0,929.0,36477.0,7406.0,22871.0,3715.0,9.8,6.3,31.8,13.5,35.4,11.7,7.6,88.3,8.4,0.0,1.6,0.0,1.8,18.0,446.0,60.8,24.9,13.5,0.9,9.7,914,6,2,12,0.1575492341356674
franklin,48159950200.0,16.2,76.06666666666666,6.1000000000000005,0.3333333333333333,0.03333333333333333,0.13333333333333333,2529.0,39862.333333333336,10014.333333333334,24789.0,5404.666666666667,19.366666666666664,27.766666666666666,24.96666666666667,19.933333333333334,22.100000000000005,14.1,18.866666666666667,81.56666666666669,8.866666666666667,0.0,3.733333333333334,1.2,4.6,24.566666666666666,1436.333333333333,72.0,14.666666666666664,12.300000000000002,1.0333333333333332,7.099999999999999,6807,24,8,12,0.3384750991626267
freestone,48161000457.14286,13.828571428571427,64.60000000000001,19.47142857142857,0.4142857142857143,0.15714285714285714,0.0,2013.142857142857,45421.428571428565,11481.285714285714,23794.714285714286,3623.714285714286,14.22857142857143,24.057142857142853,26.0,23.057142857142853,19.442857142857143,15.3,16.228571428571428,83.50000000000001,11.542857142857144,0.6,1.6714285714285713,0.9428571428571428,1.7571428571428571,24.342857142857145,1124.0,73.54285714285716,19.6,6.7142857142857135,0.17142857142857146,5.1571428571428575,11956,39,2475,12,96.88022750083641
frio,48163950200.0,77.2,17.3,4.466666666666667,0.0,0.4,0.0,3931.0,35754.0,8945.333333333334,16496.666666666668,3827.0,23.0,32.1,17.333333333333332,28.73333333333333,19.233333333333334,19.33333333333333,15.333333333333336,83.03333333333333,10.800000000000002,0.13333333333333333,3.633333333333333,1.9,0.5,17.766666666666673,2206.0,80.86666666666666,15.3,3.766666666666667,0.1,5.333333333333333,8606,30,9,12,0.3764815245177783
gaines,48165950200.0,46.76666666666667,50.0,1.8666666666666665,0.2333333333333333,0.5333333333333333,0.2,3301.666666666666,57070.66666666666,11499.333333333336,21825.33333333333,3288.666666666666,11.833333333333336,12.666666666666664,22.83333333333333,12.466666666666667,19.033333333333328,27.700000000000006,17.966666666666665,77.93333333333334,15.933333333333332,0.0,3.766666666666667,0.5,1.8666666666666665,16.166666666666668,2622.6666666666665,75.43333333333334,14.0,10.6,0.0,4.5,8926,18,4,12,0.09679587721263724
galveston,48167726991.32836,24.316666666666666,54.28030303030306,16.657575757575753,0.30454545454545456,2.787878787878788,0.009090909090909092,3217.656716417911,57612.045454545456,10794.045454545454,29806.16666666667,4404.621212121212,17.35151515151514,26.03939393939394,35.345454545454544,20.67727272727273,23.28484848484849,10.398484848484852,10.289393939393936,77.08333333333333,11.327272727272728,1.465151515151515,3.1742424242424248,3.4924242424242418,3.4530303030303022,25.21212121212121,2144.492537313433,74.24545454545455,19.09848484848485,6.468181818181818,0.19090909090909086,9.004545454545452,206534,151,35,12,0.30706808564207344
garza,48169950100.0,56.0,39.0,4.5,0.3,0.1,0.0,2914.0,48508.0,5305.0,18125.0,8610.0,10.4,14.3,24.0,21.9,22.3,15.9,15.9,76.1,17.2,0.0,3.3,2.9,0.6,18.4,2018.0,70.5,17.5,12.0,0.0,2.0,2452,22,6,12,0.6460032626427407
gillespie,48171950300.0,20.56,77.74,0.25999999999999995,0.02,0.14,0.0,3833.2,54490.4,7150.0,30733.4,4101.0,10.919999999999998,17.419999999999998,35.120000000000005,20.4,21.32,13.48,9.66,74.62,15.26,0.48,2.76,2.4,4.5,20.42,2246.0,73.56,11.38,14.7,0.4,6.38,18096,90,13,12,0.7758620689655172
glasscock,48173950100.0,34.1,65.9,0.0,0.0,0.0,0.0,706.0,67303.0,17246.0,35054.0,6846.0,3.4,0.0,44.1,5.0,19.2,27.3,4.4,81.1,5.8,0.0,2.6,1.2,9.3,21.0,499.0,68.5,17.0,14.4,0.0,2.5,783,16,4,12,0.9808429118773946
goliad,48175960150.0,35.90000000000001,58.5,5.0,0.0,0.05,0.1,2857.5,51977.0,4241.0,29627.0,5127.5,18.4,30.75,29.6,17.05,21.3,13.75,18.200000000000006,76.35,14.55,0.0,3.0,0.0,6.1,27.85,1481.0,70.05,21.85,7.85,0.25,9.65,5263,33,9,12,0.6771803154094623
