,County,CensusTract,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Voters,Workers,Locations,Hours,eff_score
106,jones,48253020267.166664,24.216666666666665,64.66666666666667,8.833333333333334,0.4000000000000001,0.13333333333333333,0.0,2657.6666666666665,43294.2,14615.8,19325.833333333332,6285.5,18.76,25.360000000000003,29.04,19.7,24.880000000000003,14.3,12.0,78.72,15.319999999999999,0.0,1.48,1.6,2.9,21.419999999999998,833.8333333333334,68.49999999999999,21.06,9.92,0.4800000000000001,3.9599999999999995,9565,32,10,12,0.4014636696288552
107,karnes,48255970250.0,49.35,45.15,5.05,0.05,0.15,0.0,2832.75,50402.25,14679.0,28797.25,5601.25,22.125,36.275000000000006,28.474999999999998,17.775,24.2,17.875,11.725,82.05,12.0,0.25,1.9249999999999998,1.175,2.575,25.5,1312.75,68.22500000000001,23.15,8.075,0.5750000000000001,6.125,8071,43,14,12,0.8950563746747615
108,kaufman,48257050640.55556,21.03333333333334,65.64444444444445,9.822222222222221,0.4222222222222222,0.7555555555555555,0.23888888888888887,4059.8333333333335,58745.166666666664,12035.722222222223,23751.777777777777,3079.6111111111113,15.883333333333335,21.84444444444445,30.922222222222217,16.76111111111111,26.355555555555554,11.955555555555556,14.016666666666666,81.89444444444445,12.61111111111111,0.6555555555555556,0.7055555555555556,1.2166666666666668,2.9166666666666665,32.29444444444445,2742.1666666666665,77.81111111111112,16.083333333333332,6.044444444444445,0.05555555555555555,9.08888888888889,72976,125,29,12,0.5960863845647885
109,kendall,48259970334.333336,22.05,75.15,0.6666666666666666,0.03333333333333333,0.65,0.03333333333333333,4536.666666666667,73732.66666666667,16047.833333333334,35157.5,4708.166666666667,7.733333333333333,12.666666666666666,45.53333333333333,16.733333333333334,23.13333333333333,8.966666666666667,5.616666666666667,76.33333333333333,12.216666666666667,0.2333333333333333,2.15,1.3166666666666667,7.75,29.26666666666667,2766.1666666666665,74.06666666666666,15.216666666666669,10.716666666666667,0.0,4.583333333333333,29446,48,11,12,0.21517353800176595
110,kenedy,48261970050.0,66.2,33.6,0.0,0.0,0.2,0.0,158.0,36438.0,10695.0,14251.0,3914.0,26.7,39.3,24.9,34.1,20.5,20.5,0.0,94.6,0.0,0.0,5.4,0.0,0.0,16.6,92.5,51.9,48.1,0.0,0.0,0.0,311,12,6,12,2.7781350482315115
111,kent,48263950100.0,17.9,81.5,0.2,0.4,0.0,0.0,637.0,47024.0,8739.0,27962.0,4474.0,9.6,24.8,39.7,16.3,16.8,17.8,9.3,72.8,8.3,0.0,13.5,1.8,3.6,9.7,398.0,49.7,38.9,10.1,1.3,1.5,589,16,6,12,1.9558573853989814
112,kerr,48265960430.6,26.04,70.08000000000001,1.3299999999999998,0.26,1.0,0.05,3884.2,47165.3,8849.1,26668.2,4776.3,15.48,20.830000000000002,31.85,22.470000000000002,26.090000000000003,11.709999999999999,7.92,79.65,12.540000000000001,0.06,1.29,1.01,5.45,20.39,2052.3,72.98999999999998,16.21,10.700000000000001,0.08,8.15,32954,131,20,12,0.9540571706014445
113,kimble,48267950150.0,24.450000000000003,74.69999999999999,0.0,0.25,0.0,0.0,1795.5,38722.0,6028.5,26522.5,6673.5,21.1,25.75,29.7,16.5,26.6,16.65,10.55,73.45,19.5,0.0,1.6,2.4499999999999997,3.1,17.9,1064.5,68.1,18.049999999999997,13.25,0.65,7.6000000000000005,2885,20,4,12,0.3327556325823224
114,king,48269950100.0,24.7,75.3,0.0,0.0,0.0,0.0,199.0,63250.0,21355.0,30269.0,7395.0,7.1,10.5,34.3,10.2,13.9,39.2,2.4,88.6,0.0,0.0,7.8,0.0,3.6,11.6,166.0,72.9,21.1,6.0,0.0,5.1,176,8,4,12,2.1818181818181817
115,kleberg,48273181916.666664,71.82000000000001,21.98,3.54,0.08,1.92,0.0,3785.5,38230.6,7353.6,18974.6,2739.6,26.1,32.14,29.76,23.82,18.640000000000004,17.92,9.819999999999999,72.94,17.04,0.0,6.200000000000001,1.8400000000000003,2.02,18.1,2244.3333333333335,70.74000000000001,24.639999999999997,4.4,0.22000000000000003,11.459999999999997,18186,68,17,12,0.7627845595513032
116,knox,48275950150.0,32.75,60.45,6.5,0.1,0.1,0.0,1328.0,39823.5,5332.0,20150.5,2127.5,16.2,24.7,27.45,16.799999999999997,19.15,28.049999999999997,8.55,77.85,15.8,0.0,2.55,2.2,1.6,17.45,767.0,67.05000000000001,25.3,6.9,0.75,6.6,2439,9,3,12,0.13284132841328414
117,lamar,48277000500.5,6.733333333333333,72.80833333333332,14.941666666666668,0.3999999999999999,0.7916666666666666,0.19999999999999998,3047.0833333333335,40839.0,6300.25,20919.666666666668,2867.3333333333335,21.10833333333333,31.25,25.29166666666666,20.250000000000004,25.125,12.008333333333333,17.308333333333334,81.78333333333333,10.075000000000001,0.016666666666666666,2.0833333333333335,2.983333333333334,3.041666666666666,18.258333333333333,1746.0833333333333,80.48333333333333,13.0,6.3,0.2333333333333333,8.116666666666669,29654,85,32,12,1.1006946786268295
118,lamb,48279950340.0,53.67999999999999,41.74,3.6399999999999997,0.24000000000000005,0.16,0.0,1798.6,39961.4,4768.4,21381.6,3081.0,22.38,33.6,30.76,14.64,18.06,21.040000000000003,15.52,79.17999999999999,10.879999999999999,0.0,3.5599999999999996,2.28,4.08,15.459999999999999,1141.8,74.55999999999999,15.059999999999999,10.26,0.1,5.700000000000001,7619,34,6,12,0.3213020081375509
119,lampasas,48281950320.6,19.580000000000002,73.5,3.38,0.16,0.96,0.06,2928.4,48259.8,8515.0,23824.0,2911.0,15.920000000000002,24.119999999999997,31.040000000000003,20.919999999999998,19.48,16.560000000000002,12.0,73.56,17.380000000000003,0.15999999999999998,2.98,3.08,2.8600000000000003,27.360000000000003,1649.0,66.18,26.22,7.58,0.0,8.559999999999999,14089,27,5,12,0.11498332032081766
120,lavaca,48285000350.0,18.666666666666668,73.55,6.8,0.016666666666666666,0.35000000000000003,0.0,2340.6666666666665,49346.333333333336,6645.666666666667,26992.166666666668,3355.1666666666665,9.15,10.733333333333333,31.91666666666666,14.633333333333335,19.183333333333334,14.033333333333331,20.266666666666666,80.08333333333333,12.383333333333333,0.39999999999999997,1.7833333333333332,0.9166666666666666,4.416666666666667,25.75,1488.1666666666667,73.73333333333333,14.250000000000002,11.966666666666669,0.06666666666666667,3.9000000000000004,13244,67,19,12,1.1534279673814558
121,lee,48287000250.0,20.9,66.325,11.3,0.0,0.55,0.0,3004.25,54925.0,9429.0,25848.0,4086.5,13.399999999999999,16.175,25.075000000000003,22.2,23.700000000000003,13.825,15.200000000000001,79.875,13.274999999999999,0.1,2.3,0.9249999999999999,3.5,25.575000000000003,1926.5,74.475,16.425,8.6,0.475,4.725,10453,39,8,12,0.35817468669281544
122,leon,48289950200.0,12.533333333333333,78.43333333333334,7.266666666666667,0.3333333333333333,0.39999999999999997,0.0,4095.3333333333335,49095.0,8941.0,29403.666666666668,5887.333333333333,13.933333333333332,23.866666666666664,31.26666666666667,13.799999999999999,21.599999999999998,19.0,14.300000000000002,80.76666666666667,9.1,0.13333333333333333,3.266666666666667,1.366666666666667,5.366666666666667,27.2,2224.3333333333335,69.66666666666667,13.633333333333333,16.400000000000002,0.3666666666666667,7.633333333333333,11155,67,17,12,1.225280143433438
123,limestone,48293970450.0,21.525,58.21249999999999,18.5625,0.23750000000000002,0.575,0.05,2034.625,36921.0,6925.0,19321.125,3101.375,23.1625,39.625,27.8125,23.650000000000002,18.125,13.6125,16.775000000000002,80.33749999999999,13.025,0.025,1.7625000000000002,1.0375,3.8499999999999996,20.712500000000002,1173.0,62.0625,27.6,10.3,0.025,7.3,12943,71,21,12,1.38236884802596
124,lipscomb,48295950250.0,26.75,69.35,0.25,0.95,0.7,0.0,1093.5,64859.0,9756.0,30005.0,3976.5,9.15,10.6,32.7,9.95,16.4,20.7,20.3,79.05,11.8,0.25,2.15,4.8,1.95,20.65,831.0,71.6,15.5,12.45,0.5,5.050000000000001,1991,16,4,12,0.3857358111501758
125,llano,48299970350.0,7.95,89.89999999999999,1.5333333333333332,0.09999999999999999,0.13333333333333333,0.0,2655.3333333333335,50831.333333333336,12857.333333333334,38040.833333333336,7347.5,13.266666666666667,18.25,33.96666666666666,18.616666666666667,28.516666666666666,9.516666666666666,9.383333333333333,71.39999999999999,11.25,0.0,3.5,1.6666666666666667,12.200000000000001,24.616666666666664,1224.6666666666667,71.58333333333334,12.200000000000001,15.966666666666669,0.2333333333333333,5.766666666666666,15744,42,9,12,0.28810975609756095
126,lubbock,48303018680.95588,33.39253731343284,55.73432835820896,6.986567164179104,0.2731343283582089,1.8701492537313436,0.03731343283582089,3110.1176470588234,48419.94029850746,8533.626865671642,24830.44776119403,3858.8507462686566,21.33731343283583,26.93134328358209,33.50597014925373,21.143283582089555,25.389552238805976,9.764179104477616,10.201492537313431,80.20746268656718,11.798507462686567,0.946268656716418,2.410447761194031,1.6641791044776124,2.976119402985075,16.616417910447765,2080.779411764706,76.59999999999998,16.646268656716426,6.5343283582089535,0.23432835820895523,6.628358208955224,176056,225,37,12,0.5674330894715318
127,lynn,48305950500.0,47.96666666666666,49.166666666666664,0.9333333333333332,1.2333333333333334,0.3,0.06666666666666667,1319.6666666666667,38951.0,6217.333333333333,22856.666666666668,3452.6666666666665,19.566666666666666,31.666666666666668,29.333333333333332,16.133333333333336,24.866666666666664,20.566666666666666,9.066666666666666,77.39999999999999,13.800000000000002,0.16666666666666666,3.5,0.0,5.1,20.73333333333333,803.0,65.66666666666667,21.266666666666666,13.1,0.0,10.433333333333332,3895,24,10,12,0.7394094993581515
128,madison,48313000250.0,17.525,67.0,13.15,0.15000000000000002,0.175,0.1,2745.25,43335.75,8767.0,19318.0,3415.75,16.275,23.575000000000003,28.450000000000003,19.725,22.375000000000004,18.625,10.8,78.25,10.3,0.0,6.525,1.7750000000000001,3.125,24.799999999999997,1048.5,64.975,21.95,12.175,0.875,4.825,7300,20,6,12,0.19726027397260273
129,marion,48315950250.0,3.95,70.2,23.75,0.22499999999999998,1.45,0.0,2092.0,35382.25,8528.5,23004.75,4402.5,22.1,35.2,26.775000000000002,21.924999999999997,19.475,14.175,17.625,79.525,8.875,0.35,3.7249999999999996,1.7999999999999998,5.6000000000000005,28.875,985.0,78.5,15.3,6.025,0.125,7.875,7222,39,10,12,0.6480199390750485
130,martin,48317950150.0,39.349999999999994,57.95,1.65,0.4,0.0,0.35,1677.5,55407.5,22454.0,28380.5,5793.5,12.15,14.600000000000001,26.85,18.200000000000003,17.9,26.05,11.05,71.85,18.2,0.0,3.75,1.4,4.9,17.700000000000003,1171.0,75.0,12.600000000000001,12.4,0.0,2.7,3253,21,6,12,0.46480172148785737
131,mason,48319950150.0,24.849999999999998,71.4,0.05,0.55,3.15,0.0,1517.0,41469.5,8045.5,25392.0,3744.0,14.5,21.15,23.700000000000003,22.15,19.549999999999997,25.5,9.100000000000001,73.9,15.049999999999999,0.0,3.95,1.65,5.5,20.549999999999997,1009.0,66.4,11.649999999999999,21.450000000000003,0.55,6.8500000000000005,2956,10,4,12,0.16238159675236807
132,matagorda,48321753964.545456,36.15999999999999,48.279999999999994,11.79,0.47000000000000003,1.54,0.18,2256.090909090909,44482.6,13689.5,22746.9,4349.7,20.36,31.869999999999997,23.779999999999994,18.83,22.16,19.559999999999995,15.649999999999997,78.72,15.26,0.52,2.73,0.78,2.0100000000000002,22.97,1443.090909090909,77.22999999999999,15.13,7.639999999999999,0.0,6.06,21662,99,18,12,0.9871664666235804
133,maverick,48323950412.55556,95.15555555555555,3.3777777777777778,0.1111111111111111,0.7444444444444444,0.4666666666666667,0.011111111111111112,2990.1111111111113,31708.777777777777,7085.0,14876.111111111111,2319.3333333333335,27.455555555555556,37.42222222222222,20.255555555555556,27.933333333333334,21.766666666666666,13.988888888888889,16.044444444444444,77.1222222222222,16.01111111111111,0.5666666666666668,2.766666666666667,2.3666666666666667,1.1777777777777776,20.944444444444446,2256.5555555555557,71.46666666666667,22.57777777777778,5.9222222222222225,0.05555555555555555,13.344444444444445,30510,72,13,12,0.368141592920354
134,mcculloch,48307950400.0,27.133333333333336,69.33333333333333,0.8666666666666667,0.09999999999999999,0.0,0.0,2020.3333333333333,45113.333333333336,8713.0,26560.333333333332,4300.333333333333,14.533333333333333,19.833333333333332,29.599999999999998,19.5,24.23333333333333,15.233333333333334,11.466666666666669,78.16666666666667,14.933333333333332,0.0,3.566666666666667,0.06666666666666667,3.233333333333333,17.933333333333334,1242.3333333333333,68.39999999999999,17.733333333333334,13.233333333333334,0.6666666666666666,5.266666666666667,5032,32,7,12,0.534181240063593
