,County,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Voters,Workers,Locations,Hours,eff_score,timeToVote,differenceFromNorm,white_professional_corr,Black_Service_corr,White_Carpool_corr,Professional_Hispanic_corr,Professional_Black_corr,Hispanic_Construction_corr,Black_Construction_corr,Professional_Construction_corr,Service_Construction_corr,White_Professional_corr,Service_Carpool_corr,Black_Hispanic_corr,Black_Carpool_corr,Professional_Service_corr,Service_Hispanic_corr,White_Black_corr,Professional_Carpool_corr,White_Construction_corr,White_Hispanic_corr,Hispanic_Carpool_corr,White_Service_corr,Construction_Carpool_corr
62,erath,18.200000000000003,77.1,0.2,0.15000000000000002,0.3,0.0,3160.5,43514.0,7209.5,19781.0,3795.0,23.6,20.1,30.65,16.7,22.65,12.149999999999999,15.75,82.05000000000001,9.35,0.0,2.75,0.8,3.55,19.4,2209.5,76.94999999999999,15.2,9.0,0.0,4.25,22534.0,37.0,10.0,12.0,0.19703559066299814,11.822135439779888,,,,,,,,,,,,,,,,,,,,,,,
63,falls,19.15,60.949999999999996,21.6,0.0,0.1,0.0,2005.5,43160.5,7260.0,17535.0,2418.0,18.299999999999997,25.1,24.9,19.5,21.6,15.5,17.2,77.5,12.8,1.2,0.6,1.7999999999999998,2.05,25.4,1110.0,71.1,19.9,8.3,0.0,6.949999999999999,10438.0,0.0,2494.0,12.0,0.0,0.0,-0.2733284558032925,0.009675834420553512,-0.17432772840918556,-0.13657929108692196,-0.5831020456707369,0.43906947696172366,0.47366368444527385,-0.21263034811325895,-0.7365887929753591,0.33301144171219504,0.009675834420553512,0.002061986030731828,-0.23442767144953236,-0.032578675106460564,-0.6387079512064565,0.5111341999111403,-0.494701032511814,-0.1399881304285154,-0.12163731544803563,-0.6679926486795575,0.21521147577892413,-0.22177946109816937,0.24236070183430877
64,fannin,9.0,84.8,3.3,0.2,0.4,0.0,2390.0,43750.0,6763.0,21097.0,2110.0,15.6,20.8,31.7,15.8,22.3,13.3,16.3,80.9,9.9,0.0,0.7,1.1,4.8,31.3,1255.0,72.2,18.8,7.4,0.0,6.1,20809.0,49.0,15.0,12.0,0.4238550627132491,25.431303762794943,,,,,,,,,,,,,,,,,,,,,,,
65,fayette,12.6,80.7,6.9,0.0,0.0,0.0,2691.0,47500.0,7544.0,29603.0,3972.0,10.0,9.6,25.2,14.5,24.5,18.0,16.5,81.2,10.8,0.0,1.4,0.0,4.4,23.8,1915.0,77.3,13.2,9.3,0.0,1.8,16583.0,106.0,26.0,12.0,1.9943315443526504,119.65989266115902,-0.030620688037488186,0.6716135455334571,0.6056287478911512,0.42875580975404637,-0.92402017630407,-0.1606123220850237,-0.04497190391782463,0.6904289144883511,0.13975253936170545,-0.1328755331544515,0.6716135455334571,0.3810083045085368,0.4612986340187626,-0.08354304798806689,-0.1483877438049836,0.49371184166302295,-0.8281174592194354,0.8019381097601495,-0.34632788712619766,-0.8793196336891278,-0.5991446154512182,-0.6316106806305364,-0.25827780926659816
66,floyd,55.25,40.400000000000006,2.5,0.05,0.1,0.0,2051.0,41345.5,8279.0,22474.5,3310.5,22.15,37.5,29.65,15.65,18.75,21.799999999999997,14.2,81.94999999999999,9.25,0.0,2.3,0.55,6.050000000000001,15.05,1300.0,72.55,17.6,9.75,0.1,7.75,3970.0,6.0,2.0,12.0,0.036272040302267,2.17632241813602,1.2834565340690758,0.20790567145832778,0.7019710024515189,-0.3980398443777444,-0.24763745243574387,-0.0903600119907934,-0.4451295965828478,-0.6092337762185813,0.6610005129342619,-0.7410172795700298,0.20790567145832778,0.5237453714588789,0.7323259019510788,0.4032731154622183,-0.4016210764346976,0.4042379535161177,-0.955185911338367,-0.36622694343902523,0.6428187329258098,-0.8881541623353009,0.3139054537387472,-0.6707468852737857,-0.20034596599720106
67,foard,11.6,84.5,2.9,0.0,0.9,0.0,929.0,36477.0,7406.0,22871.0,3715.0,9.8,6.3,31.8,13.5,35.4,11.7,7.6,88.3,8.4,0.0,1.6,0.0,1.8,18.0,446.0,60.8,24.9,13.5,0.9,9.7,914.0,6.0,2.0,12.0,0.1575492341356674,9.452954048140045,1.078466244301395,0.9001689645476695,-0.3341374430412485,-0.013397221502869433,-0.9533624719492703,0.5387395897762309,-0.8912384509405027,-0.20689157333617164,0.7127838301762184,-0.8530015662092795,0.9001689645476695,-0.20747298104498021,-0.25933256535809635,0.991340226827166,-0.9740637780624644,0.9969315147417271,0.11802553370792011,0.4234420023213074,0.9471071741132918,-0.9896456297505811,-0.13026093892046878,-0.9753733930974716,-0.33357723930816063
68,franklin,16.9,73.3,0.7,0.1,0.0,0.0,1901.0,36932.0,9404.0,22755.0,4802.0,23.2,27.4,25.7,19.0,24.3,15.6,19.6,81.5,9.1,0.0,1.7,1.1,5.6,23.1,1044.0,73.0,13.8,11.8,0.8,6.0,6807.0,24.0,8.0,12.0,0.3384750991626267,20.308505949757603,0.406626362061693,0.7392469433999516,-0.33709918169816255,-0.5784510539924801,-0.6767903792359501,0.3112279458710379,-0.3761383206603434,0.5065715767504829,0.06509185498185066,-0.5351359525112173,0.7392469433999516,0.5065177122085348,-0.47483813743668773,-0.7210953817291174,-0.5851695925331224,0.23124638047489238,0.3513416807637021,-0.27438465716074834,0.28843601859867096,-0.985872583127056,0.6720332350761411,-0.25655555931055474,-0.8977616064270525
69,freestone,14.2,68.7,13.4,0.4,0.0,0.0,1661.0,42241.0,9847.0,23359.0,3568.0,13.3,18.8,20.6,25.3,18.5,15.1,16.5,84.2,10.1,0.0,0.0,0.9,1.6,25.2,968.0,74.2,19.1,7.2,0.0,4.2,11956.0,39.0,2475.0,12.0,96.8802275008364,5812.813650050184,0.3481099337831849,0.7658936457603581,0.6715844136850099,-0.6405573979303882,-0.6925876396763958,-0.5027397610117196,0.3923609591098875,-0.14526930848376954,-0.5087338964189275,-0.027260522736480757,0.7658936457603581,0.47193336889051735,0.20104938077511433,0.39292231482613565,-0.6715189246225464,0.4918528664605933,-0.7387445099909159,-0.6056536173276396,-0.1587024765405079,-0.8027734865557987,0.6026856387531973,-0.7482872014775811,0.23355721046765401
70,frio,72.0,20.0,3.0,0.0,0.2,0.0,3723.0,35820.0,10655.0,15578.0,4019.0,22.2,24.5,14.6,26.4,18.8,20.1,12.4,81.0,8.3,0.0,1.6,1.2,0.3,17.6,2309.0,80.7,15.5,3.0,0.0,5.0,8606.0,30.0,9.0,12.0,0.3764815245177783,22.588891471066695,1.2127327919455633,0.9740531070433298,-0.15670105560099193,-0.4827346453495851,-0.9462143794341878,-0.04242727501625868,-0.9763736077586043,0.4836639077707089,0.8539451485389867,-0.940231634994148,0.9740531070433298,0.4575755489990298,-0.28310370757883335,-0.9498885739947115,-0.9801083628953268,0.9916034400270013,0.1847893563933092,-0.2720060507694711,0.9495562588664005,-0.9948865634149309,0.5687174579278019,-0.999593675312544,-0.7330212712031805
71,gaines,50.4,43.8,1.5,0.3,0.0,0.0,3579.0,54886.0,12196.0,20046.0,2276.0,12.7,10.2,21.3,13.0,19.9,27.2,17.7,77.4,16.5,0.0,4.1,0.6,1.4,15.1,2445.0,76.2,15.3,10.0,0.0,3.9,8926.0,18.0,4.0,12.0,0.09679587721263724,5.807752632758235,-0.34123632901780476,0.5798387354868049,-0.093110221668044,-0.05873323696690884,-0.6559101244826547,0.07185062322705549,0.4483564989895535,0.09468956933569979,-0.6893086929849703,0.29442181200729844,0.5798387354868049,-0.017841290903531544,-0.3488076883723951,0.09882731872816487,-0.7206129353703238,0.4578101445567106,0.1490830344417593,-0.014876929005963173,-0.4211583640366932,-0.9557072100944141,0.030133901710021244,-0.36876370986836193,0.07747478518254705
72,galveston,22.85,54.6,11.0,0.0,1.3,0.0,2593.0,50027.5,9151.0,28072.5,3762.5,16.2,23.75,33.95,19.6,23.2,9.850000000000001,10.350000000000001,80.55000000000001,10.9,0.7,1.55,2.1500000000000004,2.8499999999999996,25.65,1533.0,76.05,17.85,5.15,0.0,7.85,206534.0,151.0,35.0,12.0,0.30706808564207344,18.424085138524408,,,,,,,,,,,,,,,,,,,,,,,
73,garza,56.0,39.0,4.5,0.3,0.1,0.0,2914.0,48508.0,5305.0,18125.0,8610.0,10.4,14.3,24.0,21.9,22.3,15.9,15.9,76.1,17.2,0.0,3.3,2.9,0.6,18.4,2018.0,70.5,17.5,12.0,0.0,2.0,2452.0,22.0,6.0,12.0,0.6460032626427407,38.76019575856444,0.0756175558412982,0.5596324527112819,0.46240566903397934,-0.6542382076588155,-0.5925968612719907,-0.37528352071376675,0.3502568850898979,-0.1089016418970497,-0.5190843965821506,0.17900610972550485,0.5596324527112819,0.8165573086292496,0.503275935917846,0.42322558670470334,-0.705372813068573,0.5749203081399096,-0.8065888192903341,-0.7243258407804929,-0.1748136645734728,-0.9004296876368367,0.6834548338103885,-0.5992587096650229,0.4818907958159088
74,gillespie,20.6,75.6,0.0,0.0,0.0,0.0,3301.0,56515.0,7071.0,30327.0,4267.0,10.7,16.8,34.3,19.4,20.7,12.8,9.7,74.4,13.6,0.0,3.5,2.3,5.2,16.9,1797.0,75.5,10.2,14.0,0.1,6.7,18096.0,90.0,13.0,12.0,0.7758620689655172,46.55172413793103,-0.10389576004249879,0.7215780209750268,0.18502018141747964,-0.5477882191079583,-0.6408029933612157,-0.20807120289972478,0.7294966774169294,-0.21920319019435244,-0.5663948525935205,-0.18549445903691547,0.7215780209750268,-0.23477281248543663,-0.22484296808975693,-0.3148575862037003,-0.4019080425809888,0.23578171862203245,0.06775118182990346,-0.32359646582634743,-0.7227939573430381,-0.9776314832412498,0.5395036822411109,-0.20238849728845296,0.7189198476450289
75,glasscock,34.1,65.9,0.0,0.0,0.0,0.0,706.0,67303.0,17246.0,35054.0,6846.0,3.4,0.0,44.1,5.0,19.2,27.3,4.4,81.1,5.8,0.0,2.6,1.2,9.3,21.0,499.0,68.5,17.0,14.4,0.0,2.5,783.0,16.0,4.0,12.0,0.9808429118773946,58.85057471264368,-0.14948267175770236,0.7008806219094634,0.2721499828893431,-0.31293901855421863,-0.725330424605103,-0.2803823135206554,0.5249264793801364,0.21082547241558952,-0.5268836205068944,0.3161920876115475,0.7008806219094634,0.2014834987695172,0.3158310984281254,-0.010975703221385804,-0.7790287124002666,0.6357399804811145,-0.5227831574598444,-0.2588184158377312,-0.519715910824252,-0.956012645215622,0.35968109987251257,-0.6186623344571163,0.6790482040975038
76,goliad,35.900000000000006,58.5,5.0,0.0,0.05,0.1,2857.5,51977.0,4241.0,29627.0,5127.5,18.4,30.75,29.6,17.05,21.3,13.75,18.200000000000003,76.35,14.55,0.0,3.0,0.0,6.1,27.85,1481.0,70.05,21.85,7.85,0.25,9.65,5263.0,33.0,9.0,12.0,0.6771803154094623,40.63081892456774,-0.018889736741808605,0.12320891195776752,0.9174741686097728,0.44849325314215593,-0.06318019951309563,0.02659776906428253,-0.8477829659342769,0.9210495334530884,-0.08643530193728266,0.9068817109779019,0.12320891195776752,-0.4354252320890925,-0.6435395887023294,-0.6905437011924852,-0.27058107981099294,-0.5512791399535937,-0.4346508557242724,-0.05426280815698793,-0.0966148520058133,-0.40073815741367685,0.38732168871480716,-0.4366295102213092,-0.4959887599107612
77,gonzales,50.3,41.0,4.5,0.0,0.0,0.0,2067.5,42682.5,7443.0,20928.0,3023.5,17.35,25.8,22.65,17.1,23.8,16.8,19.0,74.94999999999999,18.35,1.4,2.35,0.75,3.65,23.0,1410.5,78.65,13.399999999999999,8.8,0.05,6.4,12210.0,40.0,14.0,12.0,0.5503685503685504,33.022113022113025,,,,,,,,,,,,,,,,,,,,,,,
78,gray,36.8,60.5,2.0,0.7,0.3,0.0,1903.0,40646.0,7618.0,17534.0,2436.0,13.9,19.4,20.2,17.7,22.1,19.2,17.3,82.1,14.6,0.0,0.8,0.6,0.9,18.6,1287.0,82.4,8.2,5.5,0.0,6.3,12493.0,19.0,7.0,12.0,0.1277515408628832,7.665092451772992,-0.3822893772431497,0.18563244741114804,-0.021389296655088975,-0.9063863333224406,-0.4169483737028801,0.6585674647735774,0.15759958599367263,-0.9228800630257529,-0.7846904787895224,0.013673957101023823,0.18563244741114804,0.3136068174164953,0.22366038167365954,0.6628940287253626,-0.4745811161713476,0.09311134527044539,-0.4571223361202163,-0.09829249638934952,0.08376627386716723,-0.9603016601273043,0.8245637468054616,-0.10163243257719232,-0.37300501680188025
79,grayson,8.7,81.55,3.0999999999999996,1.1,0.55,0.0,3243.0,45752.5,6801.5,25166.0,2958.5,14.45,20.45,32.15,17.4,24.700000000000003,12.3,14.850000000000001,77.7,11.75,0.0,1.25,0.9,4.8,23.450000000000003,1989.5,77.85,12.9,7.75,0.0,8.0,80942.0,141.0,23.0,12.0,0.4807887129055373,28.847322774332238,-0.1283010591340752,0.7264508610928141,0.4264987287235113,-0.748682820441038,-0.7266460662600206,-0.6075716487635471,0.7696838776773982,0.46906615947545105,-0.6858983900719416,0.23649156063615184,0.7264508610928141,0.22789760246501276,0.4956944919733206,0.5579153594849338,-0.7084954846305128,0.4688812494719881,-0.7468907272568879,-0.4833723520214154,-0.677044764217762,-0.8874994054591324,0.7804826287968695,-0.5544601369370367,0.6997519746908712
80,gregg,14.1,65.25,16.9,0.1,0.7,0.0,3519.0,45871.0,6788.5,22506.5,2972.0,18.75,25.299999999999997,25.65,17.45,27.2,12.65,19.1,83.7,9.75,0.0,0.7,1.2,2.0999999999999996,19.8,2207.0,85.85,8.600000000000001,4.5,0.0,6.35,66187.0,84.0,18.0,12.0,0.27413238249203015,16.44794294952181,1.176882444230415,0.376531710930371,0.41552018418978864,-0.4325843102010182,0.11454389219486687,-0.4571637724157834,0.06571031880185056,-0.2605165868919549,-0.6622866382950207,0.22472256016568176,0.376531710930371,0.370739988552381,-0.08694935482007789,0.3432950027187842,-0.5910121468518271,-0.08553460808038005,-0.9185365359941466,-0.450525235790346,0.23774429534521752,-0.3080139628514393,0.23009775702113455,-0.4012482537949046,0.519109408204038
81,grimes,20.15,64.9,15.4,0.25,0.0,0.0,3220.5,45810.0,10274.5,20360.0,3538.0,22.5,29.9,22.15,19.0,21.35,18.3,18.4,80.25,10.399999999999999,0.0,1.7999999999999998,0.05,2.75,27.9,1717.5,78.55000000000001,15.5,5.949999999999999,0.0,6.35,16000.0,42.0,2253.0,12.0,70.9695,4258.17,0.3522162562206421,0.3937701859301821,0.47021491480626526,-0.13688380528654143,-0.5454707005044631,0.02380673025746139,0.46090172727851253,-0.46113194470403696,-0.5222476564449259,0.44879675016761966,0.3937701859301821,0.9565693697577308,-0.7244358680877586,0.19883480773304457,-0.7902290779440884,0.05653307521942414,0.28842058049835356,-0.8830750899023039,0.01158484849732189,-0.7989749766405546,0.26786569347016975,-0.08874049427409714,0.6598792463610027
82,guadalupe,31.7,56.5,5.2,0.0,1.2,0.0,3372.0,59915.0,9328.0,27173.0,3041.0,7.7,8.1,33.6,16.8,25.4,11.2,13.9,84.1,9.3,0.0,0.4,1.0,3.7,25.5,2169.0,76.5,16.6,5.0,0.0,5.6,99012.0,143.0,34.0,12.0,0.5892619076475579,35.35571445885348,,,,,,,,,,,,,,,,,,,,,,,
83,hale,58.9,38.5,2.4,0.0,0.4,0.0,2265.0,44444.0,7352.0,18169.0,2025.0,21.9,34.1,22.4,21.3,20.0,18.2,16.7,82.0,11.1,0.0,0.8,1.0,3.2,17.1,1469.0,78.0,15.3,6.7,0.0,5.2,19347.0,47.0,15.0,12.0,0.43727709722437585,26.23662583346255,-0.522332415183923,0.8310624997035678,0.7800146894144963,0.7511980235508181,-0.9328726477521802,-0.5089050487613713,0.7812050244561682,0.22622345460336651,-0.9536324628590969,0.785996233128896,0.8310624997035678,-0.5817439444456592,0.7848173986690564,-0.9627454535833426,-0.9356228373841295,0.999970261652022,-0.9017034201007172,0.2571715658761948,-0.6251329547421647,-0.9756147020947866,-0.5879994148277674,-0.9738929680661342,0.045603457232883914
84,hall,34.1,57.7,7.1,0.0,0.3,0.0,2212.0,30950.0,4283.0,17378.0,2513.0,26.9,39.9,20.6,23.9,21.9,25.9,7.7,84.2,8.3,0.2,3.3,2.5,1.4,16.0,1214.0,70.9,15.0,10.1,4.0,11.5,1989.0,8.0,4.0,12.0,0.19306184012066366,11.583710407239819,2.790818528939732,0.7366965478424844,0.7948423749258375,-0.026034668023371933,0.4099557967546484,-0.7493106272770588,-0.07487489716170932,-0.1989475706291048,-0.3375638894232007,-0.16889534152276864,0.7366965478424844,0.14431972414250388,-0.5577093159221711,0.021524090370463114,-0.6878543421623262,-0.45685918245418344,-0.987829480887462,-0.42110004953058944,0.2437565616815037,0.4601955811414362,0.049404096825731346,-0.7894567517160741,0.5083798248461479
85,hamilton,10.4,86.2,0.9,0.5,0.3,0.0,2005.0,38333.0,9175.0,24605.0,3824.0,15.5,15.4,31.3,19.4,25.9,14.1,11.4,74.2,13.0,0.0,2.9,0.2,3.5,22.3,1177.0,71.7,19.2,7.1,2.0,2.1,5606.0,34.0,9.0,12.0,0.655012486621477,39.300749197288624,-0.21294749952095765,0.7619549310997684,0.6887147030089668,-0.8727371091484598,-0.7904162317149318,-0.17342682028869963,0.464574530568572,0.09883214229921895,-0.5749233115182923,0.2670550646265076,0.7619549310997684,0.7218083315132391,0.1449871590040438,0.13277154876974162,-0.7333139762010068,0.6786949929477899,-0.3666776288701699,-0.876242676301059,-0.45389228093283146,-0.9728979651278117,0.9097670553442162,-0.7826687501879049,0.6224584255125001
86,hansford,45.35,53.5,0.1,0.2,0.44999999999999996,0.0,1570.5,44277.0,8637.5,23854.0,3558.0,16.25,24.299999999999997,29.700000000000003,13.05,16.6,23.25,17.4,82.4,10.35,0.0,1.55,3.05,2.5999999999999996,14.7,1314.5,71.19999999999999,18.200000000000003,10.45,0.15,2.1,3034.0,48.0,7.0,12.0,1.3289386947923534,79.7363216875412,-0.28318571196413345,-0.15256839181009274,0.2304775625695497,-0.8026078730410311,-0.3513757424600225,0.5123426448496297,-0.5711986745790623,-0.6773230738452339,-0.5257676530052847,0.07793920846170242,-0.15256839181009274,0.3524345979080126,0.39684224770414817,0.8824158282389961,-0.63891590011898,0.6138473830122977,-0.8823983430906032,0.4481627744259642,0.744066619469513,-0.7789946976837535,0.4375554852107549,-0.48065816362003394,-0.6269568289875408
87,harris,35.650000000000006,24.1,11.45,0.0,3.4,0.0,2761.0,50460.0,8492.0,22938.0,3203.0,16.9,24.6,28.0,17.7,23.05,10.55,13.25,80.05,10.1,2.1,0.95,1.3,2.8,27.6,2340.5,83.8,9.1,6.2,0.0,7.2,2258976.0,4943.0,730.0,12.0,19.168278016233906,1150.0966809740344,1.7082781105534832,0.6003199391850909,0.9851665147631542,0.12109676007071202,-0.9808220685678024,-0.16955717652085273,-0.2881751460466326,-0.949831020783242,0.4692855000465023,-0.9894122844730394,0.6003199391850909,0.17870629423380774,-0.02577770364777628,0.34489420423869593,-0.33615843101300585,0.14614874840274178,-0.8899682568913291,0.8665710780979282,0.987946662890435,-0.43292960505867883,-0.9472202349728192,-0.9550208858705529,-0.03401835535079239
88,harrison,9.75,70.8,17.45,0.0,0.1,0.0,3185.5,46555.0,7896.0,24046.0,3371.5,15.350000000000001,21.700000000000003,31.049999999999997,13.25,21.85,14.7,16.7,87.4,6.65,0.0,0.55,0.7,2.8,20.25,2047.0,80.4,12.75,5.15,0.0,7.85,42585.0,139.0,26.0,12.0,1.0183867558999649,61.10320535399789,,,,,,,,,,,,,,,,,,,,,,,
89,hartley,25.6,63.6,8.4,0.0,0.1,0.0,4367.0,63004.0,4591.0,21740.0,2340.0,6.4,9.3,38.6,15.4,21.0,17.7,7.3,82.4,8.3,0.0,2.7,1.2,5.4,12.7,2290.0,72.1,15.1,12.4,0.4,2.1,2652.0,20.0,3.0,12.0,0.27149321266968324,16.289592760180994,0.008444294359511606,0.23617571798123407,0.3358153700182167,-0.3528221649693778,-0.7992497224682324,-0.31383580230220326,0.6791986796868734,0.08971721956952163,-0.7257402133148113,0.5244374164804548,0.23617571798123407,0.39409200313800047,0.26731016970188515,0.13236293950509023,-0.8191815798086401,0.8333931234380886,-0.5154167175615195,-0.3580000442479688,-0.1947619949540031,-0.5398310006761182,0.4559253115975394,-0.43372522811647723,0.372984931928894
90,hays,29.2,62.0,2.8,0.0,1.2,0.0,5000.0,60889.0,8169.0,28645.0,2779.0,12.7,15.4,34.5,17.4,27.4,8.7,7.1,76.3,11.2,0.3,0.9,1.6,6.0,32.0,3357.0,74.1,19.6,7.1,0.0,5.7,127029.0,155.0,40.0,12.0,0.5856930307252675,35.14158184351605,0.3019922635951694,0.73930483577931,0.7433790282530269,-0.27389851812909316,-0.6788587780342863,-0.6514408630115511,0.4801788433599005,0.08149366065141894,-0.4300495054852819,0.23443847034403775,0.73930483577931,0.20504362665931758,0.6272165303375918,0.0973315398443919,-0.689800576808921,0.819590345101781,-0.9128980888786112,-0.2737299159280519,-0.27733146676163745,-0.8839044933674047,0.4282943269422552,-0.850607947939223,0.2884076934150229
91,hemphill,33.0,64.0,1.0,0.4,0.3,0.0,2453.0,62813.0,4638.0,30082.0,4159.0,12.3,22.2,28.9,16.6,25.3,19.2,10.1,77.4,15.7,0.0,2.4,0.7,3.8,17.6,1812.0,71.1,16.4,12.5,0.0,3.7,2194.0,17.0,8.0,12.0,0.7438468550592525,44.63081130355515,-0.1689850070969331,0.6704647661890756,0.24370300183950408,-0.3643436519462373,-0.6662318275028011,-0.16048166211408216,0.5006736738720367,-0.020626397329679587,-0.6061823596670343,0.376585951887162,0.6704647661890756,0.12994424579588282,-0.11476481060785032,-0.08415181225986035,-0.7220100070201804,0.486288624287436,-0.17381623894988946,-0.326981182462724,-0.4694038336359124,-0.9509582544568668,0.4011200232386676,-0.5459724489614,0.16647613466921876
92,henderson,8.5,85.0,2.2,0.2,0.2,0.0,3511.0,43228.0,7723.0,23049.0,2995.0,16.2,27.8,26.2,18.7,24.9,15.0,14.5,78.8,15.2,0.0,0.6,0.4,2.5,29.4,1837.0,72.8,14.5,10.4,0.0,8.5,50899.0,130.0,26.0,12.0,0.796872237175583,47.81233423053498,1.379763288987677,0.7162025401431795,0.7757312319289548,-0.5251762491543741,-0.0023872867676412663,-0.7923750395083724,-0.0045218223833363574,-0.13084544447937735,-0.2879284114984566,0.2385186873867011,0.7162025401431795,0.6087148365818598,0.07890140652531664,0.24682678699090385,-0.9013837495822584,0.39684751890949255,-0.9057160825773279,-0.442113005459278,0.09776464174907427,-0.4920192003597118,0.6736059100594295,-0.8632760147839544,-0.09659413658582336
93,hidalgo,93.45,5.8,0.0,0.0,0.0,0.0,3079.0,31572.0,6880.0,12662.5,2174.5,34.35,46.4,22.0,24.8,25.7,12.85,11.350000000000001,79.05,10.3,0.0,0.6,3.75,4.4,21.75,2415.0,70.8,15.45,11.2,0.0,9.75,362952.0,355.0,74.0,12.0,0.8685446009389671,52.112676056338024,,,,,,,,,,,,,,,,,,,,,,,
94,hill,16.9,77.8,4.1,0.2,0.0,0.0,2425.0,40116.0,6097.0,21242.0,2769.0,19.4,38.4,26.0,17.3,23.9,14.1,17.3,80.3,12.9,0.0,0.9,1.1,4.2,28.8,1555.0,77.8,14.9,7.1,0.0,7.2,22284.0,97.0,22.0,12.0,1.1491653204092622,68.94991922455573,0.5630294036971978,0.6468504558453547,0.9191807380960286,0.6505085520869038,-0.6009648642805271,-0.911553343060643,-0.3834810293209217,-0.5319552344572667,0.1620479128414237,-0.7103136858114528,0.6468504558453547,0.00920335549959564,0.7553911507257495,-0.07907464410847014,-0.748503715140309,0.5889702746745368,-0.7877467672957673,-0.13371277883440175,0.38312907019409714,-0.9972049696867983,-0.6978133478797494,-0.6075625120617709,0.16898019081812604
95,hockley,40.9,54.1,1.7,0.4,0.0,0.0,2978.0,51136.0,9032.0,23788.0,2988.0,11.8,13.3,28.0,15.3,23.4,18.3,15.2,77.8,16.7,0.0,2.1,0.6,2.6,22.6,2042.0,74.0,16.9,8.6,0.4,6.9,13582.0,39.0,14.0,12.0,0.4824031806803122,28.94419084081873,,,,,,,,,,,,,,,,,,,,,,,
96,hood,9.65,87.85,0.3,0.45,0.4,0.0,3820.0,50313.0,10329.5,28644.0,4716.5,9.45,15.0,33.1,16.15,23.549999999999997,13.6,9.8,82.7,9.5,0.0,0.75,0.6,5.85,32.0,1961.5,78.5,10.5,11.55,0.2,4.55,40157.0,86.0,10.0,12.0,0.25699130911173645,15.419478546704187,0.26232435755378886,0.258599146111888,0.5705816953944522,-0.17451150053481804,-0.3973763144927479,-0.13661118657823842,0.31936738082589183,-0.18555362993451746,-0.4476954002398479,-0.10395804812173613,0.258599146111888,0.34734268248716044,0.2343079296978357,-0.1792696323798889,-0.4527683305666648,0.41461053337536746,-0.7847355639795914,-0.5401363427290939,-0.05249541780954109,-0.7707278649464233,0.490010825757186,-0.6261260568791654,0.42437719269357116
97,houston,9.1,71.9,21.4,0.0,0.1,0.0,2253.0,36626.0,6084.0,19204.0,2541.0,23.3,30.9,24.2,19.5,22.5,12.7,15.9,83.6,10.2,0.0,2.3,0.0,3.7,26.4,1022.0,68.8,21.2,9.3,0.0,5.4,13090.0,68.0,21.0,12.0,1.309090909090909,78.54545454545455,0.23415265887539738,0.9420702777265316,0.6145072164101658,-0.214758273175057,-0.9554725156143177,0.0314509731240586,0.2736404315288922,-0.9895383347221242,-0.17425821000167743,-0.5234152257572189,0.9420702777265316,-0.7885805869737159,-0.1339187302409779,-0.5894507034741545,-0.6267566782475533,0.4080037565294882,0.06852930012290182,0.0800354136582102,-0.20830550078865645,-0.9961746520799442,0.20650285582561329,-0.4150810551705928,0.5831766469480416
