,CensusTract,State,County,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Voters,Workers,Locations,Hours,eff_score,timeToVote
3865,48429950300,TX,Stephens,33.6,61.2,3.2,0.0,1.3,0.0,1381,32652.0,8310.0,16050.0,2972.0,39.8,57.8,20.6,22.7,27.2,10.9,18.6,71.4,15.3,2.7,2.5,5.8,2.3,23.5,871,81.6,10.6,7.8,0.0,6.4,5528,11,4,12,0.0955137481910275,5.7308248914616495
3866,48429950500,TX,Stephens,10.0,84.8,3.3,1.8,0.0,0.0,2723,55741.0,10118.0,26955.0,3699.0,7.2,1.6,45.0,7.9,12.6,21.2,13.3,81.3,14.9,0.0,1.0,0.6,2.1,21.2,1190,57.5,22.7,19.8,0.0,3.6,5528,11,4,12,0.0955137481910275,5.7308248914616495
3867,48431950100,TX,Sterling,45.8,52.5,0.2,0.0,0.0,0.0,883,53456.0,10963.0,21386.0,3906.0,16.0,29.9,30.7,13.9,25.2,21.4,8.7,73.4,6.8,0.0,2.8,2.6,14.3,19.5,583,64.5,20.9,14.6,0.0,0.3,865,11,4,12,0.6104046242774567,36.6242774566474
3868,48433950300,TX,Stonewall,20.2,75.5,3.7,0.0,0.0,0.0,1000,42155.0,8544.0,22416.0,4015.0,19.5,30.7,34.9,19.9,15.4,15.0,14.8,81.0,13.1,0.0,3.7,0.0,2.2,17.9,553,55.3,29.3,13.6,1.8,6.9,957,4,1,12,0.0501567398119122,3.0094043887147333
3869,48435950300,TX,Sutton,58.8,39.9,0.1,0.0,0.0,0.7,2506,51667.0,6212.0,25650.0,2686.0,8.4,9.9,25.8,14.6,14.5,26.8,18.3,79.2,12.7,0.0,1.7,1.0,5.4,16.8,1771,76.5,14.6,8.6,0.3,4.3,2477,8,4,12,0.1550262414210738,9.301574485264434
3870,48437950200,TX,Swisher,27.5,61.5,6.4,1.0,0.7,0.0,1466,44784.0,4834.0,17062.0,3591.0,21.8,28.9,35.7,6.8,17.3,25.0,15.2,83.1,8.8,0.0,2.4,0.4,5.4,28.2,585,73.2,14.0,12.8,0.0,3.8,3961,13,4,12,0.157535975763696,9.452158545821764
3871,48437950300,TX,Swisher,48.1,43.4,6.3,0.0,0.0,0.0,2991,31853.0,7004.0,18044.0,3190.0,26.6,37.6,23.4,22.1,25.3,11.7,17.6,83.2,11.2,0.0,0.8,2.3,2.6,15.0,1623,80.4,13.2,6.3,0.0,5.9,3961,13,4,12,0.157535975763696,9.452158545821764
3872,48437950400,TX,Swisher,42.0,50.4,4.8,0.0,1.0,0.0,916,50875.0,8575.0,22111.0,2932.0,9.5,20.0,30.6,15.8,13.7,12.8,27.1,77.2,15.3,0.0,1.7,1.7,4.2,23.9,576,81.9,9.4,8.7,0.0,10.1,3961,13,4,12,0.157535975763696,9.452158545821764
3873,48439100101,TX,Tarrant,71.5,20.5,0.3,0.3,7.3,0.0,3007,42275.0,7039.0,16214.0,1974.0,24.5,33.6,13.9,18.5,20.9,15.6,31.2,81.1,15.6,0.4,1.2,0.4,1.3,25.9,3175,83.7,8.4,7.9,0.0,8.2,1134484,2245,338,12,8.02630975844525,481.5785855067149
3874,48439100102,TX,Tarrant,67.9,30.1,0.3,0.2,0.3,0.0,2712,48798.0,9849.0,21544.0,3677.0,25.4,33.9,25.1,9.0,28.2,20.8,17.0,68.7,14.7,1.2,0.8,11.0,3.6,21.3,2466,86.3,8.8,4.9,0.0,8.2,1134484,2245,338,12,8.02630975844525,481.5785855067149
3875,48439100201,TX,Tarrant,93.6,2.4,4.0,0.0,0.0,0.0,1663,34201.0,4260.0,11019.0,1123.0,43.6,52.9,10.1,12.7,18.2,20.9,38.1,79.9,18.0,0.9,0.0,0.6,0.6,19.3,1853,91.4,1.9,6.7,0.0,5.1,1134484,2245,338,12,8.02630975844525,481.5785855067149
3876,48439100202,TX,Tarrant,91.3,8.4,0.2,0.1,0.0,0.0,1765,40159.0,11838.0,12479.0,1228.0,23.1,34.4,8.3,18.8,17.2,28.8,26.9,70.9,26.6,0.5,0.9,0.7,0.4,25.3,2218,84.7,8.7,6.6,0.0,11.7,1134484,2245,338,12,8.02630975844525,481.5785855067149
3877,48439100300,TX,Tarrant,83.1,5.1,10.4,0.8,0.1,0.0,1998,29588.0,4253.0,11615.0,1079.0,33.2,45.6,1.8,23.1,16.6,32.7,25.8,70.9,22.1,0.0,4.4,2.6,0.0,26.6,1898,89.8,6.7,3.4,0.0,9.3,1134484,2245,338,12,8.02630975844525,481.5785855067149
3878,48439100400,TX,Tarrant,92.3,7.4,0.4,0.0,0.0,0.0,2451,32769.0,4651.0,12404.0,1660.0,28.8,30.9,10.3,20.5,19.3,21.1,28.8,72.1,23.3,1.3,0.3,2.6,0.3,28.4,2679,91.6,2.1,6.3,0.0,6.8,1134484,2245,338,12,8.02630975844525,481.5785855067149
3879,48439100501,TX,Tarrant,68.5,17.5,13.4,0.0,0.5,0.0,4784,34932.0,5232.0,14041.0,1698.0,20.9,23.4,11.5,19.9,25.4,19.0,24.1,76.5,20.5,0.3,1.7,0.6,0.4,27.4,4260,88.9,4.7,6.0,0.4,6.0,1134484,2245,338,12,8.02630975844525,481.5785855067149
3880,48439100502,TX,Tarrant,79.3,15.5,1.9,0.0,0.9,0.0,3036,36052.0,10500.0,13484.0,1766.0,26.8,42.5,8.7,26.8,21.3,17.8,25.4,83.8,10.1,0.0,1.6,2.5,2.0,21.4,3087,84.2,9.2,6.6,0.0,11.7,1134484,2245,338,12,8.02630975844525,481.5785855067149
3881,48439100601,TX,Tarrant,9.7,85.7,1.1,1.0,1.9,0.0,1896,58221.0,11418.0,34616.0,5114.0,18.9,18.5,32.3,9.6,32.1,13.4,12.6,76.1,13.3,0.6,1.6,1.9,6.5,27.6,1112,78.0,13.0,9.0,0.0,8.3,1134484,2245,338,12,8.02630975844525,481.5785855067149
3882,48439100602,TX,Tarrant,42.0,42.2,13.9,0.3,0.8,0.1,2767,53125.0,7930.0,19400.0,2753.0,13.7,24.6,24.0,29.0,18.6,11.3,17.2,75.5,9.5,0.1,3.0,5.5,6.3,18.7,921,76.8,11.6,10.7,0.9,7.6,1134484,2245,338,12,8.02630975844525,481.5785855067149
3883,48439100700,TX,Tarrant,59.6,37.7,2.1,0.3,0.0,0.0,2292,27500.0,4499.0,13218.0,1565.0,36.4,48.9,8.6,24.9,28.3,14.7,23.6,77.5,19.2,0.0,0.6,1.7,1.0,25.4,1706,83.7,10.0,6.3,0.0,5.6,1134484,2245,338,12,8.02630975844525,481.5785855067149
3884,48439100800,TX,Tarrant,88.7,7.6,1.6,0.6,0.7,0.0,3077,35833.0,5643.0,14131.0,1997.0,23.0,35.5,10.3,21.4,22.4,19.6,26.4,71.3,23.7,0.5,2.8,1.1,0.5,23.2,2728,89.3,7.2,3.5,0.0,8.0,1134484,2245,338,12,8.02630975844525,481.5785855067149
3885,48439100900,TX,Tarrant,94.8,4.9,0.0,0.0,0.0,0.3,943,29222.0,4580.0,13185.0,2349.0,31.2,57.3,6.4,18.2,22.3,22.5,30.7,68.0,27.3,0.0,2.7,2.0,0.0,25.8,858,92.4,6.5,1.0,0.0,5.6,1134484,2245,338,12,8.02630975844525,481.5785855067149
3886,48439101201,TX,Tarrant,48.3,42.2,3.0,0.0,5.6,0.0,1034,55078.0,18512.0,28595.0,6225.0,25.4,41.5,27.7,20.3,19.1,8.5,24.3,82.2,10.2,0.0,0.8,0.6,6.3,22.1,846,79.0,11.2,9.8,0.0,4.9,1134484,2245,338,12,8.02630975844525,481.5785855067149
3887,48439101202,TX,Tarrant,75.3,21.1,1.5,0.6,1.1,0.0,1852,33333.0,8874.0,12882.0,1447.0,29.0,36.9,12.6,21.7,16.3,22.4,27.0,86.1,5.7,0.8,3.3,0.0,4.1,24.1,1809,89.7,5.3,5.0,0.0,10.4,1134484,2245,338,12,8.02630975844525,481.5785855067149
3888,48439101301,TX,Tarrant,32.8,37.6,27.3,0.3,0.0,0.0,3080,45453.0,7100.0,18668.0,1994.0,18.4,23.7,21.7,20.3,29.6,15.6,12.8,84.7,6.5,1.1,1.0,2.0,4.7,24.6,2130,83.4,9.8,6.2,0.6,5.4,1134484,2245,338,12,8.02630975844525,481.5785855067149
3889,48439101302,TX,Tarrant,40.5,28.6,28.2,0.0,0.4,0.0,2072,35294.0,3927.0,16254.0,2442.0,37.5,62.2,16.4,23.2,31.2,17.2,12.0,63.8,18.3,1.8,0.7,13.7,1.7,23.9,1223,79.3,8.3,12.3,0.0,19.0,1134484,2245,338,12,8.02630975844525,481.5785855067149
3890,48439101401,TX,Tarrant,34.8,32.9,26.4,0.2,4.0,0.0,3401,54758.0,5709.0,25377.0,2909.0,12.8,22.4,33.4,20.8,22.1,7.8,15.8,81.3,10.4,1.7,0.7,3.5,2.5,28.1,2612,90.4,6.9,2.8,0.0,7.4,1134484,2245,338,12,8.02630975844525,481.5785855067149
3891,48439101402,TX,Tarrant,75.4,11.2,12.7,0.2,0.0,0.0,1667,30676.0,6589.0,11220.0,2003.0,41.8,60.0,12.1,17.9,15.5,19.1,35.4,84.6,8.4,1.5,0.0,2.5,3.0,25.7,1428,85.9,6.0,8.1,0.0,15.1,1134484,2245,338,12,8.02630975844525,481.5785855067149
3892,48439101403,TX,Tarrant,46.3,17.1,33.1,0.9,0.0,0.0,2330,28898.0,3716.0,14106.0,2141.0,41.0,53.4,21.6,23.7,17.3,25.0,12.5,76.6,7.6,3.2,1.5,5.5,5.5,26.4,1647,84.8,9.5,5.8,0.0,16.0,1134484,2245,338,12,8.02630975844525,481.5785855067149
3893,48439101500,TX,Tarrant,47.5,30.1,16.5,0.9,3.6,0.0,2416,31099.0,2351.0,18257.0,3921.0,22.1,22.5,23.0,24.2,19.1,14.2,19.4,79.4,14.2,1.1,0.0,4.4,0.9,27.3,1692,84.2,9.7,4.8,1.3,6.3,1134484,2245,338,12,8.02630975844525,481.5785855067149
3894,48439101700,TX,Tarrant,24.8,22.6,48.2,0.8,0.9,0.2,1948,12576.0,4270.0,6530.0,1215.0,79.6,87.0,11.5,49.4,8.9,9.6,20.7,55.3,21.3,14.8,1.1,3.4,4.0,29.0,575,92.9,4.9,2.3,0.0,41.6,1134484,2245,338,12,8.02630975844525,481.5785855067149
3895,48439102000,TX,Tarrant,27.3,60.9,4.2,0.0,5.8,0.0,1773,80247.0,12969.0,53323.0,6832.0,16.4,51.5,47.4,7.1,22.4,14.8,8.3,76.1,5.8,3.6,3.9,5.6,5.1,21.7,1475,82.8,10.5,6.6,0.0,3.4,1134484,2245,338,12,8.02630975844525,481.5785855067149
3896,48439102100,TX,Tarrant,18.5,71.5,6.2,0.0,2.2,0.0,3925,55524.0,7602.0,48048.0,7912.0,16.7,18.4,55.6,14.1,23.2,1.8,5.3,80.2,5.1,0.6,5.0,2.1,7.1,21.2,2823,73.2,12.6,14.2,0.0,1.0,1134484,2245,338,12,8.02630975844525,481.5785855067149
3897,48439102201,TX,Tarrant,19.7,71.5,4.7,2.5,0.0,0.0,2678,57446.0,12018.0,44943.0,7256.0,10.4,4.8,44.5,6.5,36.0,5.8,7.3,83.5,10.6,0.0,1.4,1.1,3.3,20.1,1669,84.2,9.6,6.2,0.0,5.2,1134484,2245,338,12,8.02630975844525,481.5785855067149
3898,48439102202,TX,Tarrant,8.3,85.4,1.6,0.0,0.0,0.0,2339,75625.0,10024.0,80494.0,18265.0,8.6,23.1,60.8,8.4,27.1,0.6,3.0,82.5,3.3,2.2,1.3,2.0,8.6,22.0,1718,82.8,10.2,7.0,0.0,1.0,1134484,2245,338,12,8.02630975844525,481.5785855067149
3899,48439102301,TX,Tarrant,47.1,39.0,12.3,0.0,0.9,0.0,1880,32744.0,5600.0,20939.0,5010.0,20.8,27.3,16.7,22.7,28.2,7.8,24.6,76.9,15.4,2.0,3.6,1.4,0.7,21.4,1234,85.4,11.8,2.8,0.0,10.6,1134484,2245,338,12,8.02630975844525,481.5785855067149
3900,48439102302,TX,Tarrant,51.4,38.7,5.5,0.6,0.7,0.0,2902,40764.0,5573.0,19215.0,2588.0,27.0,39.4,18.2,35.8,17.1,17.6,11.4,90.9,5.7,0.5,0.0,0.9,1.9,24.6,2539,89.8,4.7,5.5,0.0,6.6,1134484,2245,338,12,8.02630975844525,481.5785855067149
3901,48439102401,TX,Tarrant,16.2,58.3,18.5,0.3,5.0,0.0,3289,56089.0,16304.0,35586.0,6723.0,20.0,21.7,54.3,15.2,17.9,4.0,8.6,86.2,6.3,1.4,0.6,0.3,5.1,21.4,2116,80.2,13.3,6.3,0.3,6.2,1134484,2245,338,12,8.02630975844525,481.5785855067149
3902,48439102402,TX,Tarrant,10.5,82.9,1.9,0.0,2.2,0.0,3271,75223.0,8018.0,51138.0,6686.0,4.2,5.8,53.2,11.3,27.6,5.9,2.0,92.4,3.2,0.0,0.0,0.9,3.5,22.4,2123,75.5,9.5,13.8,1.3,1.5,1134484,2245,338,12,8.02630975844525,481.5785855067149
3903,48439102500,TX,Tarrant,29.9,4.4,63.9,0.0,0.0,0.0,1984,18725.0,3355.0,10116.0,1537.0,53.0,65.0,16.0,22.9,26.6,19.3,15.2,85.0,6.5,1.1,3.3,2.4,1.8,21.7,1052,85.5,7.6,6.9,0.0,16.2,1134484,2245,338,12,8.02630975844525,481.5785855067149
3904,48439102601,TX,Tarrant,43.6,38.5,10.2,0.7,2.9,0.0,2123,41439.0,7656.0,24798.0,3304.0,16.7,20.3,24.9,34.0,17.2,6.9,17.1,79.5,12.9,0.5,2.2,4.0,0.9,18.7,1722,87.2,7.3,5.5,0.0,6.1,1134484,2245,338,12,8.02630975844525,481.5785855067149
3905,48439102602,TX,Tarrant,44.8,49.8,4.4,0.0,0.0,0.0,2605,58050.0,16486.0,27729.0,3207.0,11.4,9.3,39.1,19.6,21.9,7.7,11.7,83.2,9.3,0.3,0.3,2.9,3.9,18.4,2040,79.2,13.2,7.2,0.4,4.9,1134484,2245,338,12,8.02630975844525,481.5785855067149
3906,48439102700,TX,Tarrant,13.2,80.8,0.7,0.0,2.7,0.0,2947,71010.0,13550.0,45237.0,4804.0,9.6,2.1,60.9,6.5,21.2,4.2,7.2,82.7,2.7,1.3,3.2,3.0,7.0,19.1,2280,81.4,14.2,4.5,0.0,5.2,1134484,2245,338,12,8.02630975844525,481.5785855067149
3907,48439102800,TX,Tarrant,12.4,83.1,1.4,0.0,0.8,0.0,1022,91683.0,20024.0,56224.0,8826.0,1.0,0.0,64.3,5.4,25.3,0.0,5.0,84.6,8.3,0.0,0.8,0.6,5.8,15.8,740,79.9,12.7,7.4,0.0,0.0,1134484,2245,338,12,8.02630975844525,481.5785855067149
3908,48439103500,TX,Tarrant,73.9,11.1,14.3,0.0,0.5,0.0,2420,27418.0,5017.0,11072.0,1534.0,37.3,48.7,9.3,21.9,14.4,28.3,26.1,69.6,19.6,1.2,3.7,3.1,2.8,27.7,2174,88.6,5.6,5.8,0.0,10.8,1134484,2245,338,12,8.02630975844525,481.5785855067149
3909,48439103601,TX,Tarrant,28.5,3.2,62.8,0.5,0.0,1.0,1308,14358.0,3460.0,8696.0,1793.0,66.4,83.7,11.9,36.6,24.7,12.4,14.3,58.7,25.5,4.5,0.9,0.7,9.6,24.8,699,79.7,8.4,11.9,0.0,13.2,1134484,2245,338,12,8.02630975844525,481.5785855067149
3910,48439103602,TX,Tarrant,37.7,1.0,59.4,0.8,0.0,0.0,1396,42708.0,14818.0,18383.0,3090.0,30.5,48.5,24.9,30.6,9.2,8.6,26.8,75.6,13.6,3.2,0.0,3.2,4.4,24.0,792,78.0,9.0,13.0,0.0,13.4,1134484,2245,338,12,8.02630975844525,481.5785855067149
3911,48439103701,TX,Tarrant,67.0,5.7,22.4,0.2,0.0,0.0,1671,25417.0,4954.0,9810.0,1687.0,42.0,57.2,13.9,32.9,16.3,16.4,20.5,80.6,13.7,0.0,0.8,3.2,1.7,27.4,1432,75.0,13.3,11.7,0.0,6.8,1134484,2245,338,12,8.02630975844525,481.5785855067149
3912,48439103702,TX,Tarrant,53.4,3.4,41.0,0.0,0.0,0.0,1179,20285.0,2882.0,9196.0,1110.0,43.1,43.3,12.8,33.0,20.2,15.8,18.2,80.3,15.1,4.6,0.0,0.0,0.0,29.0,713,79.1,11.8,9.1,0.0,14.4,1134484,2245,338,12,8.02630975844525,481.5785855067149
3913,48439103800,TX,Tarrant,24.9,3.0,65.8,0.6,4.8,0.0,1541,14335.0,4384.0,7280.0,1527.0,60.1,72.2,13.6,27.2,18.2,18.8,22.3,73.1,18.3,4.9,0.0,3.6,0.0,22.4,633,86.3,11.1,2.7,0.0,24.0,1134484,2245,338,12,8.02630975844525,481.5785855067149
3914,48439104100,TX,Tarrant,37.6,58.5,2.4,0.0,1.5,0.0,2262,66406.0,10719.0,30909.0,3064.0,12.0,14.7,42.5,21.5,21.8,7.6,6.5,80.6,7.3,3.0,0.8,3.4,4.8,22.2,1776,73.1,14.0,12.8,0.0,4.7,1134484,2245,338,12,8.02630975844525,481.5785855067149
3915,48439104201,TX,Tarrant,10.9,78.4,6.2,0.2,3.2,0.0,5235,90769.0,11521.0,36760.0,6935.0,11.2,0.0,43.2,19.6,29.1,3.4,4.7,67.1,1.8,0.6,17.0,2.6,10.9,18.7,2210,86.7,7.6,5.7,0.0,13.6,1134484,2245,338,12,8.02630975844525,481.5785855067149
3916,48439104202,TX,Tarrant,14.5,81.2,2.2,0.0,1.2,0.0,2759,57542.0,8552.0,34302.0,6563.0,27.4,23.3,55.8,11.2,23.9,2.6,6.5,77.2,7.7,3.1,1.5,0.0,10.6,21.9,1759,73.6,15.2,11.1,0.0,8.3,1134484,2245,338,12,8.02630975844525,481.5785855067149
3917,48439104300,TX,Tarrant,17.4,69.5,5.8,0.0,5.9,0.0,4239,38418.0,8565.0,37436.0,10363.0,36.2,11.9,48.3,23.6,19.2,3.4,5.5,77.1,5.6,0.0,10.3,1.8,5.2,15.0,2848,85.9,10.0,3.7,0.4,4.1,1134484,2245,338,12,8.02630975844525,481.5785855067149
3918,48439104400,TX,Tarrant,55.8,39.4,3.5,1.0,0.2,0.0,2917,51447.0,7562.0,25937.0,3372.0,21.3,23.0,36.0,17.8,24.7,10.2,11.3,76.6,12.0,1.4,0.0,4.9,5.2,23.2,2245,86.8,7.1,6.1,0.0,4.4,1134484,2245,338,12,8.02630975844525,481.5785855067149
3919,48439104502,TX,Tarrant,86.6,5.2,7.2,0.6,0.3,0.0,1050,27549.0,4822.0,10943.0,1560.0,39.7,56.2,10.8,33.0,11.0,16.8,28.3,75.5,14.1,0.7,0.5,8.4,0.8,25.8,1024,88.6,3.5,7.9,0.0,10.8,1134484,2245,338,12,8.02630975844525,481.5785855067149
3920,48439104503,TX,Tarrant,96.2,1.2,1.6,0.0,1.0,0.0,1260,36360.0,5416.0,12865.0,1407.0,26.4,41.4,11.9,23.5,26.6,16.5,21.5,77.6,19.2,2.7,0.0,0.0,0.5,28.5,972,87.1,12.1,0.7,0.0,8.4,1134484,2245,338,12,8.02630975844525,481.5785855067149
3921,48439104504,TX,Tarrant,81.3,8.9,9.6,0.0,0.2,0.0,1200,22486.0,4367.0,11583.0,2554.0,29.4,38.9,8.2,20.1,19.7,27.7,24.3,74.1,21.0,0.0,0.0,1.9,3.1,25.1,1079,87.7,7.7,4.6,0.0,10.1,1134484,2245,338,12,8.02630975844525,481.5785855067149
3922,48439104505,TX,Tarrant,36.4,6.0,57.4,0.0,0.0,0.0,2469,28688.0,10827.0,12799.0,2048.0,34.9,52.6,23.9,23.1,22.4,9.3,21.3,67.3,24.9,3.1,2.2,2.2,0.3,26.5,1544,89.2,9.3,1.5,0.0,15.9,1134484,2245,338,12,8.02630975844525,481.5785855067149
3923,48439104601,TX,Tarrant,54.1,5.5,40.0,0.0,0.4,0.0,1832,31223.0,7106.0,13464.0,2181.0,16.1,14.8,16.9,19.7,10.7,17.0,35.6,67.5,22.5,1.3,0.0,0.9,7.8,23.6,1313,79.7,12.1,8.2,0.0,12.9,1134484,2245,338,12,8.02630975844525,481.5785855067149
3924,48439104602,TX,Tarrant,66.3,5.3,28.4,0.0,0.0,0.0,2062,31481.0,3570.0,9729.0,1890.0,51.4,63.0,12.0,30.0,14.9,31.3,11.9,62.7,26.5,0.0,0.6,6.5,3.7,26.9,1755,77.6,12.8,8.7,0.9,11.8,1134484,2245,338,12,8.02630975844525,481.5785855067149
3925,48439104603,TX,Tarrant,68.9,8.7,22.2,0.0,0.0,0.0,1470,35603.0,10184.0,11138.0,1848.0,42.2,53.6,11.6,26.2,13.9,29.9,18.4,74.6,23.0,0.0,0.0,1.0,1.4,23.0,1349,86.1,8.1,5.9,0.0,9.2,1134484,2245,338,12,8.02630975844525,481.5785855067149
3926,48439104604,TX,Tarrant,37.4,2.7,59.0,0.0,0.0,0.0,1533,27829.0,9299.0,11737.0,1721.0,39.3,49.6,22.3,24.4,14.8,15.7,22.8,81.6,15.1,1.3,0.0,1.0,1.0,26.6,938,91.2,6.9,1.9,0.0,10.8,1134484,2245,338,12,8.02630975844525,481.5785855067149
3927,48439104605,TX,Tarrant,36.9,5.0,55.4,0.1,0.5,0.0,2613,34247.0,6358.0,14730.0,2240.0,41.0,61.4,18.1,26.6,19.9,20.2,15.0,77.0,17.4,2.9,1.2,1.1,0.4,27.6,1389,75.9,14.4,9.7,0.0,13.2,1134484,2245,338,12,8.02630975844525,481.5785855067149
3928,48439104701,TX,Tarrant,93.2,5.8,0.6,0.0,0.0,0.0,1581,27800.0,4438.0,10431.0,1500.0,39.6,47.4,5.9,15.2,16.6,29.8,32.6,81.1,14.9,1.7,1.2,1.1,0.0,28.1,1648,91.1,4.2,4.7,0.0,7.9,1134484,2245,338,12,8.02630975844525,481.5785855067149
3929,48439104702,TX,Tarrant,81.5,11.8,2.9,0.4,0.4,1.9,1337,30119.0,4709.0,10545.0,1219.0,29.3,39.8,7.6,23.5,16.0,22.3,30.6,73.7,19.3,2.7,3.0,1.2,0.0,22.5,1260,86.3,3.5,10.2,0.0,5.0,1134484,2245,338,12,8.02630975844525,481.5785855067149
3930,48439104802,TX,Tarrant,71.9,20.9,4.8,0.0,2.3,0.0,2621,43704.0,4614.0,15040.0,1830.0,27.3,42.9,17.8,19.2,22.8,21.5,18.8,69.8,21.8,1.2,1.6,0.8,4.9,27.9,2662,79.5,9.8,10.7,0.0,9.2,1134484,2245,338,12,8.02630975844525,481.5785855067149
3931,48439104803,TX,Tarrant,83.7,10.7,1.7,0.0,3.5,0.0,2158,33220.0,5526.0,10126.0,1419.0,39.0,50.1,12.8,31.6,15.8,19.3,20.4,67.7,28.5,0.3,3.1,0.4,0.0,21.8,2443,86.6,9.6,3.8,0.0,7.8,1134484,2245,338,12,8.02630975844525,481.5785855067149
3932,48439104804,TX,Tarrant,72.0,25.8,0.6,0.0,1.1,0.0,1239,30865.0,6411.0,10711.0,1514.0,43.6,61.8,15.7,22.5,22.5,22.4,16.8,80.9,17.4,1.0,0.7,0.0,0.0,21.9,1189,90.2,6.0,3.8,0.0,4.5,1134484,2245,338,12,8.02630975844525,481.5785855067149
3933,48439104900,TX,Tarrant,72.7,16.5,2.8,0.3,6.7,0.0,1182,37164.0,3583.0,13494.0,1730.0,19.4,29.2,16.0,12.3,18.5,15.5,37.6,87.2,9.4,0.0,0.0,3.1,0.3,23.4,1203,95.0,3.2,1.8,0.0,7.0,1134484,2245,338,12,8.02630975844525,481.5785855067149
3934,48439105001,TX,Tarrant,91.0,8.2,0.9,0.0,0.0,0.0,2270,35625.0,8940.0,11611.0,1335.0,38.7,50.0,6.8,22.7,20.9,19.1,30.5,73.9,21.6,0.5,0.0,2.1,1.9,25.1,2328,93.1,3.0,3.5,0.4,11.0,1134484,2245,338,12,8.02630975844525,481.5785855067149
3935,48439105006,TX,Tarrant,57.0,20.7,17.8,2.9,0.5,0.0,1319,36063.0,5736.0,10329.0,1538.0,9.9,15.5,15.2,29.4,9.9,23.5,22.0,77.7,12.8,0.0,0.0,9.4,0.0,20.5,395,81.3,15.2,3.5,0.0,7.7,1134484,2245,338,12,8.02630975844525,481.5785855067149
3936,48439105007,TX,Tarrant,20.9,60.7,13.7,0.5,3.2,0.0,3915,60833.0,9430.0,35400.0,4168.0,7.6,16.5,44.2,18.8,18.3,8.5,10.2,90.3,6.6,0.0,0.0,0.0,3.2,27.3,3223,84.4,13.6,2.0,0.0,6.5,1134484,2245,338,12,8.02630975844525,481.5785855067149
3937,48439105008,TX,Tarrant,21.1,47.6,18.7,0.0,10.0,0.0,4649,58094.0,6452.0,24367.0,2105.0,10.0,12.5,41.2,16.0,25.2,6.0,11.6,82.0,8.1,0.0,5.9,1.8,2.2,24.3,3864,84.9,9.5,5.7,0.0,6.4,1134484,2245,338,12,8.02630975844525,481.5785855067149
3938,48439105201,TX,Tarrant,42.0,30.6,25.1,0.2,0.8,0.0,2948,22500.0,5173.0,13826.0,1610.0,47.6,66.8,17.2,26.3,22.4,15.1,18.9,83.7,7.7,0.6,1.2,0.0,6.8,24.0,1647,82.6,10.1,7.3,0.0,7.1,1134484,2245,338,12,8.02630975844525,481.5785855067149
3939,48439105203,TX,Tarrant,17.8,67.6,12.9,1.2,0.0,0.0,1734,39960.0,7264.0,25314.0,4330.0,9.7,0.0,38.9,16.0,22.1,16.9,6.0,87.4,9.4,0.0,0.0,0.0,3.1,23.2,986,78.6,18.3,3.1,0.0,11.1,1134484,2245,338,12,8.02630975844525,481.5785855067149
3940,48439105204,TX,Tarrant,36.5,39.4,21.8,0.0,0.8,0.0,1806,29393.0,4768.0,17205.0,2824.0,32.7,44.1,21.4,29.8,25.9,9.6,13.3,80.0,9.2,2.6,1.1,1.2,5.9,23.6,1642,85.6,9.2,5.2,0.0,9.1,1134484,2245,338,12,8.02630975844525,481.5785855067149
3941,48439105205,TX,Tarrant,24.2,35.1,37.1,0.7,0.2,0.0,3380,28897.0,5000.0,15526.0,1979.0,36.0,44.9,15.1,29.7,28.5,11.7,15.0,77.5,11.5,2.1,4.8,0.9,3.2,20.9,2354,88.5,6.3,4.2,0.9,10.5,1134484,2245,338,12,8.02630975844525,481.5785855067149
3942,48439105403,TX,Tarrant,9.8,81.9,3.7,0.0,2.3,0.0,4644,63750.0,8745.0,54836.0,9483.0,9.3,6.7,65.6,6.6,22.4,2.4,3.0,92.7,2.6,0.5,0.7,0.7,2.8,20.3,3032,85.3,11.0,3.7,0.0,6.2,1134484,2245,338,12,8.02630975844525,481.5785855067149
3943,48439105404,TX,Tarrant,5.7,87.2,2.6,0.0,1.9,0.0,3063,117772.0,15785.0,57289.0,9923.0,14.8,19.8,68.5,7.5,17.1,1.6,5.2,89.6,2.0,0.0,1.7,0.6,6.1,24.0,1763,84.9,5.7,9.5,0.0,4.4,1134484,2245,338,12,8.02630975844525,481.5785855067149
3944,48439105405,TX,Tarrant,15.5,66.2,15.1,0.0,0.4,0.0,2866,53317.0,11161.0,64989.0,14633.0,13.0,6.4,47.3,21.6,19.6,5.4,6.2,90.5,5.9,0.3,0.7,0.0,2.6,20.0,2023,89.4,6.2,4.4,0.0,1.8,1134484,2245,338,12,8.02630975844525,481.5785855067149
3945,48439105406,TX,Tarrant,11.1,77.0,6.8,0.7,3.7,0.5,4745,57236.0,6621.0,46642.0,7311.0,7.2,10.0,66.9,8.6,19.8,1.2,3.4,94.9,1.8,0.4,0.0,1.7,1.2,23.1,3227,86.1,11.4,2.5,0.0,4.5,1134484,2245,338,12,8.02630975844525,481.5785855067149
