,CensusTract,State,County,Hispanic,White,Black,Native,Asian,Pacific,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Voters,Workers,Locations,Hours,eff_score,timeToVote
0,48001950100,TX,Anderson,9.4,80.2,8.8,1.0,0.2,0.0,3428,49700.0,6028.0,28002.0,6354.0,16.4,26.1,32.5,15.6,26.0,15.1,10.9,78.3,16.0,0.0,0.4,0.4,4.9,30.6,2105,76.7,18.3,4.8,0.2,4.2,27030,77,22,12,0.7520532741398446,45.12319644839067
1,48001950401,TX,Anderson,26.9,33.4,39.1,0.0,0.6,0.0,4824,41607.0,35361.0,3463.0,1649.0,36.6,25.9,30.4,32.4,21.6,2.7,12.8,79.1,4.7,0.0,16.2,0.0,0.0,9.0,148,36.5,61.5,2.0,0.0,18.2,27030,77,22,12,0.7520532741398446,45.12319644839067
2,48001950402,TX,Anderson,23.2,32.9,43.5,0.0,0.2,0.0,6494,77656.0,76560.0,2070.0,1336.0,18.1,0.0,28.3,39.4,5.1,0.0,27.3,83.8,0.0,0.0,0.0,0.0,16.2,8.6,99,72.7,27.3,0.0,0.0,0.0,27030,77,22,12,0.7520532741398446,45.12319644839067
3,48001950500,TX,Anderson,31.6,44.7,21.0,0.5,0.2,0.0,2822,30632.0,5499.0,16185.0,3001.0,32.6,47.7,25.3,31.9,16.7,13.0,13.1,90.3,6.6,1.1,0.0,0.7,1.3,19.3,1843,67.3,17.4,15.4,0.0,4.7,27030,77,22,12,0.7520532741398446,45.12319644839067
4,48001950600,TX,Anderson,18.1,50.3,29.6,0.2,0.1,0.0,4356,33750.0,7790.0,17593.0,2244.0,17.8,26.6,13.8,27.3,24.9,20.4,13.6,84.3,11.1,0.0,2.8,1.0,0.8,16.9,2918,76.8,20.4,2.8,0.0,4.0,27030,77,22,12,0.7520532741398446,45.12319644839067
5,48001950700,TX,Anderson,37.5,27.2,32.1,0.5,0.1,0.0,1571,30518.0,4691.0,14344.0,2692.0,33.4,39.0,7.6,23.9,27.4,23.5,17.7,79.1,14.8,0.6,1.8,0.7,3.1,15.9,921,81.5,9.0,9.4,0.0,9.6,27030,77,22,12,0.7520532741398446,45.12319644839067
6,48001950800,TX,Anderson,7.5,62.1,24.5,0.5,3.9,0.0,3561,51917.0,10078.0,26648.0,3763.0,16.6,29.8,26.5,35.6,25.3,6.5,6.1,88.0,8.1,0.0,0.8,2.6,0.5,15.0,2568,61.3,35.2,3.5,0.0,0.6,27030,77,22,12,0.7520532741398446,45.12319644839067
7,48001950901,TX,Anderson,14.4,72.1,11.3,1.2,0.5,0.0,4466,42065.0,6124.0,18162.0,2672.0,15.7,10.8,21.4,20.1,27.6,16.6,14.4,83.5,11.5,0.0,1.4,0.0,3.6,22.1,2214,68.8,25.4,5.8,0.0,4.9,27030,77,22,12,0.7520532741398446,45.12319644839067
8,48001950902,TX,Anderson,7.6,82.7,8.7,0.1,0.5,0.0,3642,37441.0,6318.0,23164.0,4283.0,17.0,25.7,26.3,22.6,20.5,14.5,16.2,83.2,16.1,0.0,0.0,0.0,0.8,19.7,1988,64.2,25.8,10.0,0.0,3.4,27030,77,22,12,0.7520532741398446,45.12319644839067
9,48001951000,TX,Anderson,8.0,86.6,3.9,0.5,0.0,0.1,5364,47819.0,10445.0,25816.0,2558.0,11.6,20.3,27.0,12.9,23.4,19.4,17.3,84.5,7.1,0.3,2.4,0.3,5.4,27.2,3275,75.4,18.7,5.9,0.0,3.4,27030,77,22,12,0.7520532741398446,45.12319644839067
10,48001951100,TX,Anderson,11.8,76.2,10.9,0.0,0.9,0.0,3583,45208.0,6197.0,23452.0,2677.0,15.1,17.7,22.0,28.7,23.2,8.6,17.5,85.8,9.7,0.7,0.6,0.9,2.4,27.5,1780,59.3,33.5,6.5,0.8,7.6,27030,77,22,12,0.7520532741398446,45.12319644839067
11,48003950100,TX,Andrews,25.6,68.6,1.2,0.6,2.9,0.0,1452,89028.0,12726.0,46876.0,12008.0,3.9,5.5,37.3,8.8,24.7,13.7,15.5,83.3,11.0,0.0,0.0,0.6,5.1,25.3,1068,83.8,8.8,6.2,1.2,1.2,9574,12,1,12,0.0150407353248381,0.9024441194902862
12,48003950200,TX,Andrews,53.6,44.1,1.4,0.3,0.0,0.0,4710,83750.0,17627.0,30341.0,2953.0,13.3,17.9,24.1,10.9,22.7,26.2,16.1,78.8,17.3,0.0,0.0,1.1,2.8,18.7,3552,87.4,8.6,3.6,0.4,4.6,9574,12,1,12,0.0150407353248381,0.9024441194902862
13,48003950300,TX,Andrews,65.7,28.3,0.6,0.0,0.0,0.0,2190,59063.0,9340.0,20451.0,3401.0,16.5,23.0,15.9,18.9,22.6,28.3,14.3,72.8,23.4,0.0,0.0,1.9,1.9,15.3,1906,78.3,11.0,10.7,0.0,2.5,9574,12,1,12,0.0150407353248381,0.9024441194902862
14,48003950400,TX,Andrews,52.9,45.0,1.9,0.0,0.0,0.0,1855,52219.0,14532.0,28532.0,5790.0,9.5,12.5,14.4,18.0,16.6,25.9,25.1,79.0,19.0,0.0,0.4,0.7,0.8,21.5,1397,78.1,10.7,10.1,1.1,6.0,9574,12,1,12,0.0150407353248381,0.9024441194902862
15,48005000101,TX,Angelina,9.6,87.1,2.9,0.0,0.0,0.0,4617,52564.0,11726.0,21092.0,2906.0,16.6,17.1,22.1,22.9,36.1,8.5,10.4,80.0,14.8,0.0,3.2,0.0,2.1,16.4,2673,68.7,26.3,5.1,0.0,6.3,51641,112,27,12,0.7026974690652776,42.16184814391666
16,48005000102,TX,Angelina,20.8,71.7,3.1,0.9,0.8,0.0,3050,51846.0,3191.0,21437.0,2703.0,10.5,11.9,28.5,25.9,18.8,8.3,18.6,78.4,17.6,0.0,2.6,0.5,0.9,22.4,2048,76.6,17.7,5.8,0.0,5.0,51641,112,27,12,0.7026974690652776,42.16184814391666
17,48005000200,TX,Angelina,19.4,66.3,11.3,0.0,2.4,0.0,4187,42670.0,9042.0,19218.0,2745.0,23.7,39.0,27.4,12.8,19.5,17.8,22.6,87.3,10.1,0.0,0.0,1.3,1.3,23.5,2669,81.8,10.6,7.6,0.0,10.7,51641,112,27,12,0.7026974690652776,42.16184814391666
18,48005000301,TX,Angelina,11.8,78.6,9.6,0.0,0.0,0.0,3805,51279.0,8029.0,23853.0,2640.0,14.4,23.9,28.1,12.3,26.3,18.3,15.0,83.3,12.4,0.3,0.0,0.6,3.3,14.8,2256,76.5,19.5,4.0,0.0,6.2,51641,112,27,12,0.7026974690652776,42.16184814391666
19,48005000302,TX,Angelina,21.6,66.8,10.7,0.0,0.0,0.0,3011,39395.0,9693.0,21187.0,2460.0,17.6,27.2,25.6,14.9,32.1,10.2,17.2,81.1,15.3,0.0,0.3,0.9,2.4,18.4,1910,75.8,18.8,5.4,0.0,9.4,51641,112,27,12,0.7026974690652776,42.16184814391666
20,48005000400,TX,Angelina,25.1,39.7,34.4,0.0,0.0,0.0,3734,27439.0,7046.0,17670.0,3000.0,39.6,68.6,22.8,19.2,28.0,7.8,22.2,85.1,7.8,1.8,4.8,0.4,0.0,13.6,2097,80.8,15.6,3.6,0.0,6.4,51641,112,27,12,0.7026974690652776,42.16184814391666
21,48005000500,TX,Angelina,11.6,18.3,70.0,0.0,0.1,0.0,2839,22465.0,3845.0,13728.0,1270.0,33.9,54.3,22.9,34.2,17.0,8.2,17.6,86.4,8.2,0.0,1.5,2.5,1.3,14.1,1492,68.4,26.0,5.6,0.0,15.0,51641,112,27,12,0.7026974690652776,42.16184814391666
22,48005000600,TX,Angelina,48.4,25.2,25.1,0.0,0.6,0.0,3834,39640.0,3059.0,17570.0,4248.0,21.6,33.4,13.4,29.4,14.2,17.1,25.9,75.7,19.5,0.0,0.9,3.7,0.2,13.8,2901,81.8,11.8,6.2,0.2,10.7,51641,112,27,12,0.7026974690652776,42.16184814391666
23,48005000700,TX,Angelina,61.4,10.9,25.5,0.0,0.0,0.0,1597,30393.0,9743.0,12358.0,1887.0,39.9,49.6,18.5,26.9,9.4,27.4,17.7,74.0,20.3,0.0,1.3,3.9,0.6,13.0,1570,79.4,12.0,7.9,0.8,14.7,51641,112,27,12,0.7026974690652776,42.16184814391666
24,48005000800,TX,Angelina,14.6,64.7,17.8,0.3,1.0,0.0,4151,44817.0,13604.0,23066.0,3354.0,17.1,34.1,33.8,19.7,27.3,8.4,10.8,83.1,14.5,0.0,1.5,0.9,0.0,15.2,2466,76.9,19.7,3.4,0.0,14.3,51641,112,27,12,0.7026974690652776,42.16184814391666
25,48005000901,TX,Angelina,10.6,70.8,15.9,0.0,0.2,0.0,4837,49321.0,7187.0,34100.0,8969.0,11.5,16.2,44.6,22.6,16.7,7.2,9.0,85.5,8.0,0.0,0.7,2.8,2.9,11.5,3068,72.1,21.3,6.5,0.0,3.2,51641,112,27,12,0.7026974690652776,42.16184814391666
26,48005000902,TX,Angelina,12.8,63.3,8.2,0.6,13.0,0.0,2458,57578.0,15420.0,41327.0,8395.0,11.5,13.2,53.6,15.7,18.2,7.7,4.8,87.8,7.9,0.0,3.2,0.4,0.7,19.9,1587,70.8,21.5,7.8,0.0,1.9,51641,112,27,12,0.7026974690652776,42.16184814391666
27,48005001001,TX,Angelina,43.0,40.5,15.3,0.0,0.2,0.0,3644,39503.0,5588.0,12212.0,1470.0,25.3,34.8,17.6,27.0,25.3,10.4,19.6,84.1,12.2,0.0,1.1,1.7,1.0,17.2,1792,80.9,17.2,1.9,0.0,13.5,51641,112,27,12,0.7026974690652776,42.16184814391666
28,48005001002,TX,Angelina,23.8,72.2,2.6,0.0,0.1,0.0,3118,52163.0,4644.0,21302.0,2175.0,9.3,20.9,21.9,20.3,20.0,14.0,23.7,85.5,8.5,0.3,2.3,1.6,1.8,24.4,2089,70.6,19.8,9.7,0.0,4.9,51641,112,27,12,0.7026974690652776,42.16184814391666
29,48005001100,TX,Angelina,4.4,88.2,5.6,0.0,1.3,0.0,4896,53841.0,5852.0,28754.0,9707.0,11.5,18.0,24.0,17.9,21.5,22.2,14.4,82.9,11.1,0.0,1.0,1.4,3.6,19.7,2757,75.9,16.8,7.4,0.0,7.4,51641,112,27,12,0.7026974690652776,42.16184814391666
30,48005001200,TX,Angelina,5.4,87.6,1.5,1.3,0.5,0.0,2357,40417.0,6797.0,19843.0,2283.0,13.3,15.4,10.3,25.1,29.8,18.7,16.0,76.5,17.8,0.0,0.0,4.6,1.0,34.6,972,81.6,11.7,6.7,0.0,13.9,51641,112,27,12,0.7026974690652776,42.16184814391666
31,48005001300,TX,Angelina,6.6,91.8,1.1,0.0,0.0,0.0,3699,41609.0,4665.0,19840.0,2305.0,16.9,25.0,32.3,11.6,22.0,16.6,17.6,87.1,10.0,0.0,0.2,0.7,2.1,20.7,1835,79.0,15.0,6.0,0.0,15.2,51641,112,27,12,0.7026974690652776,42.16184814391666
32,48007950100,TX,Aransas,13.3,81.3,0.7,0.0,2.1,0.0,4773,38952.0,5690.0,27354.0,3533.0,15.3,41.2,25.1,26.0,21.9,14.7,12.2,75.3,16.4,0.0,1.6,1.4,5.2,22.1,2074,72.8,11.7,15.5,0.0,4.0,17333,15,3,12,0.0311544452777938,1.869266716667628
33,48007950200,TX,Aransas,8.9,90.5,0.0,0.3,0.0,0.0,1013,84688.0,18102.0,61642.0,10209.0,2.5,8.8,60.4,4.8,21.6,8.6,4.6,78.7,4.9,0.0,0.0,4.1,12.3,34.8,394,59.1,17.0,22.3,1.5,1.3,17333,15,3,12,0.0311544452777938,1.869266716667628
34,48007950300,TX,Aransas,29.5,63.1,2.6,0.0,2.9,0.0,5459,57027.0,7042.0,29248.0,6313.0,12.9,20.9,35.8,17.9,24.4,18.2,3.6,85.0,6.7,0.0,2.6,0.0,5.7,14.6,3081,73.3,17.8,9.0,0.0,7.9,17333,15,3,12,0.0311544452777938,1.869266716667628
35,48007950400,TX,Aransas,39.9,52.3,3.1,0.0,1.5,0.0,2803,29196.0,8486.0,16780.0,2370.0,34.7,53.7,19.1,23.0,25.8,21.4,10.7,79.2,9.1,0.0,5.8,0.8,5.1,22.2,1526,80.5,7.6,11.9,0.0,8.5,17333,15,3,12,0.0311544452777938,1.869266716667628
36,48007950500,TX,Aransas,28.0,68.7,0.3,0.2,0.3,0.0,4843,38764.0,6919.0,30086.0,8283.0,22.1,42.5,23.3,17.6,19.2,22.1,17.8,76.8,16.0,0.0,3.2,1.1,2.8,29.0,2389,80.0,8.2,11.8,0.0,7.5,17333,15,3,12,0.0311544452777938,1.869266716667628
37,48009020100,TX,Archer,1.7,94.7,0.1,1.9,0.6,0.0,2239,83854.0,13334.0,36946.0,5877.0,6.5,5.7,45.3,8.9,20.6,11.2,14.0,84.9,7.5,0.0,1.2,0.6,5.8,19.9,1409,75.0,16.7,7.8,0.5,3.2,6320,29,8,12,0.440506329113924,26.430379746835445
38,48009020200,TX,Archer,8.3,90.2,0.0,0.0,0.7,0.0,2026,51596.0,7650.0,30039.0,5061.0,9.8,7.0,28.7,14.3,24.5,19.0,13.5,88.2,7.8,0.0,0.0,0.2,3.8,25.6,1277,76.6,13.5,9.9,0.0,1.9,6320,29,8,12,0.440506329113924,26.430379746835445
39,48009020300,TX,Archer,13.2,82.9,1.5,1.9,0.1,0.0,2347,46725.0,7143.0,22587.0,1930.0,13.0,19.1,27.3,18.2,20.5,17.1,16.9,86.3,6.9,0.0,1.2,1.3,4.4,19.5,1553,78.0,11.4,10.6,0.0,3.8,6320,29,8,12,0.440506329113924,26.430379746835445
40,48011950100,TX,Armstrong,11.8,84.5,0.6,1.6,0.0,0.2,1534,59737.0,4968.0,28669.0,2241.0,6.9,4.3,39.2,12.1,20.1,20.9,7.8,74.4,14.7,0.0,1.8,1.6,7.5,25.3,954,65.6,24.4,9.5,0.4,1.1,1428,21,6,12,1.0588235294117647,63.52941176470589
41,48013960100,TX,Atascosa,50.3,47.3,1.0,0.0,0.0,0.0,4980,47801.0,6540.0,23357.0,2878.0,19.2,32.3,28.7,22.4,14.4,17.7,16.8,71.5,16.1,0.0,2.0,0.0,10.4,25.3,3074,75.2,10.9,13.9,0.0,4.8,26434,98,21,12,0.9342513429673904,56.05508057804342
42,48013960201,TX,Atascosa,63.1,35.1,0.6,0.0,0.1,0.0,4891,57483.0,9175.0,21924.0,2772.0,11.7,16.7,21.1,16.5,27.7,20.9,13.9,74.5,18.1,0.4,1.4,0.7,4.9,37.7,3386,80.7,14.3,4.7,0.4,8.9,26434,98,21,12,0.9342513429673904,56.05508057804342
43,48013960202,TX,Atascosa,71.8,24.4,1.5,0.5,0.2,0.0,6259,52146.0,4284.0,18526.0,2048.0,17.0,25.8,19.9,23.1,16.4,20.9,19.7,83.0,11.6,0.0,0.7,0.0,4.7,34.3,3827,75.5,12.9,11.5,0.0,6.6,26434,98,21,12,0.9342513429673904,56.05508057804342
44,48013960300,TX,Atascosa,90.0,9.9,0.0,0.0,0.0,0.0,2741,34688.0,11433.0,15237.0,1913.0,25.4,37.5,15.3,25.2,21.9,21.2,16.4,78.0,15.1,0.0,3.3,0.0,3.5,26.8,1546,85.1,13.2,1.7,0.0,7.0,26434,98,21,12,0.9342513429673904,56.05508057804342
45,48013960401,TX,Atascosa,78.7,19.4,0.0,0.0,0.0,0.0,1246,39565.0,5459.0,15768.0,2609.0,27.5,38.4,27.0,22.3,12.5,25.6,12.5,64.8,24.2,0.0,1.5,3.7,5.8,35.9,758,68.5,19.9,11.6,0.0,18.9,26434,98,21,12,0.9342513429673904,56.05508057804342
46,48013960402,TX,Atascosa,50.7,46.9,1.1,0.1,0.5,0.0,6082,71932.0,6169.0,31818.0,6094.0,12.9,23.0,30.1,17.0,27.2,15.2,10.5,85.6,9.8,0.0,0.7,0.0,3.8,23.1,3669,79.8,17.0,3.2,0.0,3.1,26434,98,21,12,0.9342513429673904,56.05508057804342
47,48013960500,TX,Atascosa,74.5,23.5,0.7,0.0,0.0,0.0,1916,38500.0,10563.0,20279.0,5647.0,21.2,29.7,20.0,24.3,25.5,18.5,11.8,74.9,20.3,0.0,2.0,0.0,2.9,31.1,1071,73.3,19.0,7.1,0.7,6.2,26434,98,21,12,0.9342513429673904,56.05508057804342
48,48013960600,TX,Atascosa,50.0,48.8,0.0,0.0,1.1,0.0,4157,51346.0,12942.0,24400.0,3485.0,10.1,10.6,20.0,23.0,24.1,19.7,13.2,81.0,13.6,0.0,1.1,0.6,3.7,24.2,2644,80.1,14.0,5.9,0.0,5.3,26434,98,21,12,0.9342513429673904,56.05508057804342
49,48015760100,TX,Austin,29.2,50.4,14.4,0.0,0.0,0.0,1743,51786.0,20765.0,25657.0,4042.0,8.8,10.1,19.5,14.5,22.4,22.4,21.3,92.3,6.4,0.0,1.0,0.0,0.3,31.9,1175,86.6,7.5,5.9,0.0,5.2,18907,63,18,12,0.7197334320621992,43.18400592373195
50,48015760200,TX,Austin,37.6,47.9,13.5,0.0,0.0,0.0,3471,51641.0,12594.0,27448.0,4528.0,19.2,33.1,25.6,15.4,20.1,10.0,28.9,80.3,14.9,0.4,0.4,0.7,3.3,33.0,2518,85.6,11.9,2.5,0.0,6.0,18907,63,18,12,0.7197334320621992,43.18400592373195
51,48015760300,TX,Austin,30.7,62.5,4.7,0.0,0.0,0.0,5117,62833.0,11840.0,27552.0,2591.0,3.9,2.2,26.2,23.0,24.2,11.9,14.7,84.7,8.8,0.0,0.0,0.3,6.1,24.6,4007,79.1,12.4,8.5,0.0,7.2,18907,63,18,12,0.7197334320621992,43.18400592373195
52,48015760400,TX,Austin,7.7,83.8,6.3,0.0,0.0,0.0,2639,50948.0,7354.0,25039.0,3080.0,14.1,39.8,35.9,9.6,30.4,12.3,11.8,73.6,12.8,0.0,2.3,0.9,10.4,30.0,1498,74.4,5.3,19.6,0.8,6.4,18907,63,18,12,0.7197334320621992,43.18400592373195
53,48015760501,TX,Austin,16.6,78.8,3.3,0.1,0.0,0.0,3502,56417.0,16202.0,34725.0,5543.0,5.9,3.5,44.1,15.5,10.8,14.8,14.8,81.2,11.1,0.0,0.5,1.7,5.5,34.3,1966,77.9,16.1,6.0,0.0,1.1,18907,63,18,12,0.7197334320621992,43.18400592373195
54,48015760502,TX,Austin,21.3,64.4,12.4,0.0,0.0,0.0,3575,47165.0,8794.0,24259.0,3268.0,17.6,28.1,35.8,16.1,17.9,15.0,15.1,72.2,15.4,0.0,2.2,5.2,4.9,20.7,2319,79.9,13.5,6.6,0.0,9.0,18907,63,18,12,0.7197334320621992,43.18400592373195
55,48017950100,TX,Bailey,60.1,37.5,1.9,0.1,0.4,0.1,3936,37397.0,8652.0,17007.0,2385.0,19.0,25.8,23.2,22.4,20.6,20.7,13.2,77.3,6.5,0.0,3.3,7.7,5.3,19.6,3191,75.3,19.1,5.6,0.0,4.3,3242,8,1,12,0.0296113510178901,1.7766810610734114
56,48019000101,TX,Bandera,19.1,80.2,0.0,0.0,0.6,0.0,3419,47500.0,8109.0,24201.0,2538.0,9.2,6.7,33.1,15.7,28.1,16.8,6.3,83.3,10.2,0.0,1.5,0.0,5.0,27.3,2116,69.8,20.7,9.1,0.4,1.6,15333,32,10,12,0.2504402269614557,15.02641361768734
57,48019000102,TX,Bandera,16.0,83.1,0.3,0.0,0.0,0.0,4100,53523.0,13351.0,27217.0,3782.0,10.3,25.6,34.5,28.9,17.1,14.2,5.3,82.3,8.9,0.9,2.3,0.0,5.6,28.0,2330,72.6,17.3,9.6,0.5,5.5,15333,32,10,12,0.2504402269614557,15.02641361768734
58,48019000200,TX,Bandera,11.8,78.3,9.8,0.1,0.0,0.0,2439,49813.0,5704.0,26557.0,5266.0,21.4,37.2,43.9,18.7,16.2,17.4,3.9,72.9,14.4,1.1,5.7,0.5,5.4,28.3,829,55.2,25.1,19.7,0.0,2.9,15333,32,10,12,0.2504402269614557,15.02641361768734
59,48019000300,TX,Bandera,22.1,74.7,0.1,0.5,0.1,0.0,4674,57121.0,11335.0,27697.0,3746.0,13.2,22.1,39.1,13.9,18.2,16.1,12.7,83.0,10.1,0.0,1.1,0.4,5.4,45.7,2655,72.4,17.9,9.5,0.2,6.0,15333,32,10,12,0.2504402269614557,15.02641361768734
60,48019000400,TX,Bandera,12.8,84.5,0.0,0.0,0.5,0.0,2016,39688.0,13035.0,27901.0,4760.0,15.3,31.1,29.6,12.5,27.8,20.6,9.5,80.6,7.7,0.0,3.8,1.1,6.7,46.7,1080,63.2,16.9,19.9,0.0,7.7,15333,32,10,12,0.2504402269614557,15.02641361768734
61,48021950100,TX,Bastrop,29.3,65.8,1.8,0.0,1.7,0.0,5786,57928.0,9668.0,26598.0,2984.0,14.2,21.2,32.3,12.7,27.1,17.5,10.5,74.3,17.0,0.0,0.3,0.8,7.6,38.0,4048,68.6,19.8,11.1,0.5,5.4,47519,105,21,12,0.5568298996190997,33.40979397714598
62,48021950200,TX,Bastrop,47.6,36.0,15.3,0.0,0.0,0.0,4742,50799.0,7486.0,21545.0,2757.0,22.7,40.1,32.0,14.8,23.9,15.7,13.6,82.6,10.2,1.0,0.3,2.5,3.4,32.0,3665,73.5,20.8,5.7,0.0,6.4,47519,105,21,12,0.5568298996190997,33.40979397714598
63,48021950300,TX,Bastrop,21.7,60.4,13.9,1.1,2.2,0.0,9862,64220.0,9341.0,28550.0,5195.0,8.8,10.0,42.6,9.4,32.3,8.5,7.3,79.2,13.7,0.9,1.6,0.5,4.1,31.8,5774,68.0,21.6,9.9,0.5,12.0,47519,105,21,12,0.5568298996190997,33.40979397714598
64,48021950400,TX,Bastrop,20.0,66.4,10.0,0.6,1.1,0.0,6091,48871.0,5884.0,24588.0,2516.0,10.9,19.8,31.2,16.9,32.5,12.4,7.1,77.4,12.5,0.0,5.3,1.5,3.3,28.3,3838,72.8,21.7,5.4,0.0,8.9,47519,105,21,12,0.5568298996190997,33.40979397714598
65,48021950501,TX,Bastrop,45.0,46.1,5.7,0.3,0.1,0.0,5522,54688.0,16598.0,23803.0,5548.0,15.9,20.1,31.4,12.2,20.7,25.5,10.2,76.3,14.7,0.0,4.8,2.0,2.2,30.5,2949,73.1,18.7,8.2,0.0,10.0,47519,105,21,12,0.5568298996190997,33.40979397714598
66,48021950502,TX,Bastrop,19.0,76.9,3.3,0.9,0.0,0.0,4082,66101.0,14162.0,28416.0,3717.0,11.9,13.2,30.1,19.8,14.5,21.2,14.3,84.9,13.4,1.0,0.0,0.0,0.7,32.6,2505,76.1,16.6,7.3,0.0,5.8,47519,105,21,12,0.5568298996190997,33.40979397714598
67,48021950600,TX,Bastrop,16.5,77.1,4.7,0.0,0.0,0.0,3828,50625.0,15309.0,30157.0,8720.0,13.5,14.2,30.2,13.8,25.9,20.2,10.0,78.2,14.3,0.0,1.0,0.0,6.6,36.4,2230,67.1,18.7,14.2,0.0,9.9,47519,105,21,12,0.5568298996190997,33.40979397714598
68,48021950700,TX,Bastrop,13.5,65.7,15.6,0.7,1.6,0.0,3119,39509.0,4886.0,22790.0,2178.0,12.3,14.8,35.0,18.2,23.7,8.2,14.9,80.0,13.0,0.0,0.7,1.9,4.3,25.2,1800,70.8,23.1,5.3,0.8,5.6,47519,105,21,12,0.5568298996190997,33.40979397714598
69,48021950801,TX,Bastrop,74.9,23.2,0.7,0.0,0.0,0.0,4018,46528.0,4295.0,18431.0,3130.0,17.7,18.2,14.6,17.5,22.1,21.9,24.0,80.6,19.3,0.0,0.0,0.0,0.2,39.3,2501,75.3,18.3,6.4,0.0,24.5,47519,105,21,12,0.5568298996190997,33.40979397714598
70,48021950802,TX,Bastrop,55.2,43.3,1.6,0.0,0.0,0.0,3961,59755.0,4033.0,20815.0,3422.0,19.2,31.2,23.7,21.9,19.0,18.8,16.7,82.5,12.7,0.0,0.7,0.4,3.7,38.0,3033,71.3,19.2,8.4,1.0,6.8,47519,105,21,12,0.5568298996190997,33.40979397714598
71,48023950300,TX,Baylor,8.9,86.4,1.9,0.0,0.0,0.0,2836,36373.0,7151.0,32907.0,9699.0,11.9,2.2,37.6,12.0,21.9,21.7,6.8,91.3,5.6,0.0,0.5,1.2,1.4,13.0,1486,62.0,16.6,21.5,0.0,1.4,2330,8,4,12,0.1648068669527897,9.888412017167385
72,48025950100,TX,Bee,33.4,65.6,0.4,0.3,0.0,0.0,1424,51417.0,10314.0,26742.0,4298.0,13.0,35.0,17.8,14.0,21.6,21.4,25.2,76.6,14.7,0.2,2.0,1.8,4.7,35.3,830,80.8,8.9,8.9,1.3,9.6,15883,39,10,12,0.2946546622174652,17.679279733047913
73,48025950201,TX,Bee,42.2,27.8,28.4,0.3,0.7,0.0,7493,73889.0,22892.0,6804.0,1990.0,17.8,32.2,22.7,24.9,13.3,13.7,25.4,92.0,8.0,0.0,0.0,0.0,0.0,31.6,503,50.7,33.0,14.7,1.6,4.9,15883,39,10,12,0.2946546622174652,17.679279733047913
74,48025950202,TX,Bee,51.2,47.3,1.3,0.0,0.1,0.0,3778,45589.0,9959.0,24397.0,4690.0,18.6,34.3,25.1,20.8,20.8,20.6,12.7,79.4,10.8,0.0,3.0,1.3,5.6,26.7,1984,71.1,21.6,7.4,0.0,4.3,15883,39,10,12,0.2946546622174652,17.679279733047913
75,48025950300,TX,Bee,56.9,41.6,1.2,0.0,0.0,0.0,3812,40201.0,7619.0,21238.0,3593.0,20.1,30.8,27.5,29.0,20.6,14.0,8.9,82.1,13.4,0.0,2.2,2.3,0.0,14.9,2371,75.6,20.2,4.2,0.0,8.2,15883,39,10,12,0.2946546622174652,17.679279733047913
76,48025950400,TX,Bee,67.9,29.3,2.8,0.0,0.0,0.0,1657,42390.0,7431.0,18094.0,2907.0,13.0,3.4,17.0,30.6,21.3,21.3,9.8,72.6,14.8,0.0,8.2,2.4,2.0,20.3,984,66.8,25.0,8.2,0.0,7.3,15883,39,10,12,0.2946546622174652,17.679279733047913
77,48025950500,TX,Bee,82.0,14.0,2.0,1.9,0.1,0.0,4842,39491.0,9340.0,17407.0,2519.0,29.6,51.0,18.4,31.5,27.6,5.8,16.8,84.7,12.8,0.0,1.4,1.1,0.0,20.5,2896,67.7,27.1,5.1,0.0,6.9,15883,39,10,12,0.2946546622174652,17.679279733047913
78,48025950600,TX,Bee,57.5,39.6,2.9,0.0,0.0,0.0,1863,37278.0,8757.0,20089.0,3332.0,19.6,13.3,12.5,22.8,20.8,16.5,27.4,76.2,18.9,0.0,0.5,0.6,3.8,33.6,883,69.6,22.0,8.4,0.0,8.7,15883,39,10,12,0.2946546622174652,17.679279733047913
79,48027020100,TX,Bell,17.6,79.9,0.8,0.0,0.1,0.0,4556,59525.0,10684.0,25776.0,2157.0,10.0,12.3,33.6,10.2,26.7,13.5,16.0,89.9,7.2,0.0,0.5,1.7,0.7,22.8,2988,80.2,14.6,5.2,0.1,3.2,195604,347,46,12,0.9792437782458436,58.75462669475062
80,48027020201,TX,Bell,8.5,84.3,4.2,0.2,1.8,0.0,4981,92619.0,10676.0,42929.0,7249.0,4.8,7.3,46.1,16.1,17.5,4.7,15.6,84.3,5.7,0.0,0.0,2.6,7.5,21.2,3266,77.0,19.7,3.2,0.0,2.4,195604,347,46,12,0.9792437782458436,58.75462669475062
81,48027020202,TX,Bell,16.1,82.6,0.7,0.0,0.0,0.0,4351,55789.0,10729.0,26514.0,3382.0,10.0,12.0,37.1,9.8,24.0,20.1,9.0,93.4,3.6,0.0,0.0,0.0,3.0,27.6,2499,69.7,19.0,11.3,0.0,9.8,195604,347,46,12,0.9792437782458436,58.75462669475062
