,County,Hispanic,White,Black,Native,Asian,Pacific,Poverty,ChildPoverty,Professional,Service,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,eff_score,minsPerVote
19,brazoria,30.522,55.17799999999999,9.53,0.28800000000000003,3.036,0.004,12.81,16.601999999999997,33.556000000000004,15.952,0.182,1.06,1.5280000000000005,2.7400000000000007,27.258000000000006,80.30999999999997,13.789999999999996,5.781999999999999,0.112,6.068,0.1883223403996398,11.299340423978387
20,brazos,23.736585365853664,58.012195121951216,10.141463414634147,0.21463414634146336,6.234146341463416,0.04146341463414634,28.0525,26.3225,40.04878048780487,17.921951219512195,2.5219512195121947,4.151219512195122,2.71219512195122,2.9341463414634146,17.770731707317072,68.04146341463415,25.795121951219517,5.943902439024392,0.23170731707317074,6.54390243902439,0.4379715187383623,26.278291124301738
21,briscoe,32.6,60.4,3.8,0.1,0.0,0.3,18.6,27.4,33.7,16.6,0.0,6.2,1.1,7.5,20.6,62.9,23.6,12.4,1.1,4.7,1.1846001974333662,71.07601184600198
22,brooks,93.1,5.550000000000002,0.05,0.0,1.25,0.0,36.45,56.15,22.35,27.65,0.05,3.0,0.05,2.85,23.2,73.4,20.65,5.95,0.0,13.9,41.69587255611876,2501.7523533671256
23,brown,21.98333333333333,71.65833333333335,4.533333333333332,0.23333333333333334,0.5249999999999999,0.025,20.258333333333336,31.816666666666666,30.675,20.566666666666666,0.3583333333333333,1.075,0.7583333333333333,1.6833333333333331,17.21666666666667,75.97500000000002,15.341666666666667,8.583333333333334,0.1,4.841666666666667,0.4315622725521257,25.893736353127544
24,burleson,17.939999999999994,67.66,11.82,0.16,1.12,0.0,15.28,25.32,28.6,15.94,0.1,0.6799999999999999,0.6399999999999999,3.04,28.140000000000004,69.02,21.42,8.88,0.7,7.9,0.5733788395904437,34.40273037542662
25,burnet,20.1,76.04999999999998,2.325,0.6875,0.30000000000000004,0.0,14.9125,23.675,30.0625,19.75,0.1375,1.9875000000000005,1.2375,6.862500000000002,26.1625,73.3,14.6625,11.9375,0.0875,4.987500000000002,0.7435856059383573,44.61513635630144
26,caldwell,45.1,46.9125,6.4125000000000005,0.1375,0.30000000000000004,0.075,16.7875,21.825000000000006,25.525,22.35,0.125,1.9875,1.925,2.8375,31.625,74.125,18.687500000000004,7.075,0.125,5.612500000000002,96.70144246897014,5802.086548138209
27,calhoun,43.48,48.46,3.02,0.06000000000000001,2.78,0.08,17.84,26.5,27.72000000000001,12.48,0.72,1.16,1.64,2.46,23.18,80.92,12.14,6.88,0.08,6.3599999999999985,0.7992954927547834,47.957729565287
28,callahan,9.1,87.2,1.7333333333333332,0.06666666666666668,0.4,0.0,18.933333333333334,20.6,25.866666666666664,16.53333333333333,0.3,2.333333333333333,0.26666666666666666,2.433333333333333,22.2,71.16666666666667,16.900000000000002,9.466666666666667,2.433333333333333,5.4,0.0498960498960499,2.993762993762994
29,cameron,88.70357142857144,10.090476190476195,0.3511904761904764,0.04642857142857143,0.5619047619047617,0.0023809523809523807,36.22857142857143,50.38571428571427,25.564285714285717,25.75357142857143,0.9595238095238098,1.846428571428571,1.8976190476190469,2.301190476190476,19.58452380952381,73.80238095238096,16.994047619047617,9.038095238095238,0.16785714285714284,10.46547619047619,1.8072881084931032,108.43728650958619
30,camp,21.66666666666667,58.93333333333334,16.666666666666668,0.10000000000000002,0.3,0.0,18.933333333333334,27.3,22.03333333333333,19.1,0.9666666666666668,0.20000000000000004,0.26666666666666666,3.1,23.03333333333333,74.13333333333333,15.466666666666667,10.033333333333333,0.4333333333333333,8.766666666666667,0.10052356020942407,6.031413612565444
31,carson,9.3,87.3,0.85,0.7,0.3,0.25,6.75,8.7,35.75,9.9,0.25,0.7,0.0,3.3,20.15,71.15,18.8,10.1,0.0,1.35,0.4727954971857411,28.367729831144466
32,cass,3.6142857142857134,77.28571428571429,17.114285714285714,0.2428571428571429,0.4142857142857142,0.11428571428571427,20.042857142857144,30.228571428571428,20.842857142857138,18.814285714285713,0.4142857142857143,1.3571428571428572,1.9714285714285715,2.085714285714286,25.214285714285715,76.85714285714286,15.2,7.942857142857143,0.0,9.4,0.9662508076942194,57.97504846165317
33,chambers,19.2,66.28,10.72,0.36,1.44,0.02,14.04,12.86,30.14,12.52,0.0,1.24,1.86,1.72,30.28,76.66,17.119999999999994,6.08,0.12,9.12,0.4151476824641024,24.908860947846144
34,cherokee,21.79166666666667,58.80833333333334,17.391666666666666,0.075,0.4666666666666667,0.0,23.55,34.15,25.38333333333333,24.808333333333334,0.008333333333333333,1.8333333333333337,1.1083333333333334,1.35,24.558333333333334,71.85833333333333,21.941666666666666,5.983333333333333,0.19166666666666665,6.9,0.8091498063628796,48.54898838177277
35,childress,23.35,59.05,13.1,0.7,1.4,1.45,15.25,25.7,40.95,19.15,0.0,1.95,0.0,0.55,14.8,57.25,31.35,10.8,0.55,5.1,0.13652275379229872,8.191365227537924
36,clay,5.566666666666666,90.7,0.6,1.1666666666666667,0.4,0.0,12.466666666666667,14.066666666666668,28.66666666666667,19.0,0.0,2.1333333333333333,1.1333333333333333,3.966666666666667,25.23333333333333,72.39999999999998,17.433333333333334,10.0,0.16666666666666666,7.0,1.2037617554858937,72.22570532915363
37,coke,20.950000000000006,77.30000000000003,0.75,0.55,0.1,0.0,11.6,11.1,46.25,13.75,0.0,4.050000000000002,1.2999999999999998,5.45,22.3,58.6,31.6,9.85,0.0,3.1500000000000004,0.17336343115124153,10.401805869074492
38,coleman,16.4,78.56666666666666,1.9333333333333331,0.9666666666666668,1.6,0.0,20.33333333333333,33.43333333333333,26.366666666666664,18.166666666666668,0.1,1.8666666666666665,1.9666666666666668,3.0666666666666664,30.8,70.2,16.233333333333334,13.133333333333333,0.3666666666666667,7.933333333333334,0.10171287303549356,6.102772382129614
