,State,County,Registered Voters,Votes Cast,Polling Locations,Poll Workers,Population,WhiteP,BlackP,HispanicP,AsianP,IndianP,IslanderP,Hours,registered_turnout,registration_rate,time_to_vote
63,california,humboldt,95627,53310,58,365,134623,80.78092953059091,1.0912890368019814,10.224836500135444,2.2336596880925663,5.408459424944855,0.2600518555783445,13.0,0.5574785363966244,0.7103318155144366,172.67717276501406
64,california,inyo,10934,7371,6,94,18546,67.85733942429412,0.5613957840277396,19.797457207331167,1.260388573944631,10.435356926633276,0.08255820353349111,13.0,0.6741357234314981,0.5895610913404508,40.23413206511798
65,california,kern,432089,205816,154,1791,839631,39.4308588169954,5.551109203221746,50.08609754973649,4.085874423692107,0.7224918328591905,0.12344690934049275,13.0,0.47632779357956345,0.5146177308841622,497.894924425292
66,california,kings,60533,30606,24,114,152982,36.36927882112681,6.986211775384081,51.96679080073145,3.6419332879509874,0.8789492652064229,0.15616866215512756,13.0,0.505608511060083,0.39568707429632244,35.25481968513043
67,california,lake,42928,21463,23,206,64665,76.67198468410976,1.8985322271857048,17.689853222718575,1.1263560944479898,2.452137843012125,0.1595405232929164,13.0,0.4999767051807678,0.6638521611381737,86.0892657472978
68,california,lassen,16918,9154,9,52,34895,68.94090695488721,8.655427631578947,17.965812969924812,1.0044642857142858,2.95171522556391,0.4787359022556391,13.0,0.5410805059699728,0.4848259062902995,21.577018560113487
69,california,los,6858459,3023417,4164,24182,9818605,28.49155362870205,8.563290487172972,48.63822708634455,13.865636413796196,0.2017060926113277,0.23957591607881115,13.0,0.4408303672880453,0.6985166426391529,11451.727194111681
70,california,madera,72615,38890,7,40,150865,38.93669557494736,3.520799833143826,54.49199695891168,1.7459345627762717,1.2292186690528897,0.07468159401470756,13.0,0.5355642773531639,0.48132436284095054,3.0076430489568273
71,california,marin,178237,132434,90,681,252409,75.28359911203438,2.7624691961467183,15.913728844626384,5.637359727907783,0.2211767581108328,0.18125903749414474,13.0,0.7430219314732631,0.7061436002678193,268.2170368666438
72,california,mendocino,50504,33966,22,156,87841,70.65807327001356,0.6421653488045664,22.81500023394001,1.6679923267674166,4.105647312029196,0.10995180835633744,13.0,0.6725407888484081,0.574947917259594,53.00491050213844
73,california,merced,128730,57491,57491,497,255793,32.607771042432674,3.5178376229752564,55.84219417668688,7.38388154625857,0.4535426811090132,0.1943754347610057,13.0,0.44660141381185425,0.5032584941730227,173129.50407830343
74,california,modoc,6272,3497,7,26,9686,80.92925026399155,0.8130939809926083,14.171066525871177,0.7602956705385427,3.0939809926082367,0.221752903907075,13.0,0.5575573979591837,0.6475325211645674,22.63392857142857
75,california,mono,7463,4922,7,48,14202,69.60194730813289,0.3006872852233677,26.93298969072165,1.3674112256586484,1.7110538373424973,0.07875143184421535,13.0,0.6595203001473938,0.5254893676946909,35.11724507570682
76,california,monterey,241174,117631,84,934,415057,33.790651783492685,2.8146148104169084,56.66256894882451,5.921900289960757,0.3394782677246826,0.4705395437983627,13.0,0.48774328907759545,0.5810623601095753,253.74078466169652
77,california,napa,82793,57132,8,64,136484,57.778409601053475,1.8473348696615088,32.928800167599434,6.7922664831053785,0.4100200520755394,0.2424206147307934,13.0,0.6900583382653123,0.6066132293895256,4.823596197746187
78,california,nevada,77704,54996,8,60,98764,88.79040451162115,0.3566171134747362,8.748522734340984,1.1745557836246396,0.8283054467044018,0.100557732578632,13.0,0.7077627921342531,0.7867644080839172,4.81828477298466
79,california,orange,1939438,1106729,985,5106,3010232,45.33719763152555,1.5147781535049063,34.42972088070378,18.214555560955997,0.21416333038423985,0.2895504541411425,13.0,0.5706441763026197,0.6442819025244566,2022.71988070771
80,california,placer,265243,177465,236,1623,348432,78.63776815151024,1.3288191723709697,13.220183621874956,5.979094900870799,0.6224219754875147,0.21141649048625796,13.0,0.669065724637408,0.7612475317996051,1126.3703094897885
81,california,riverside,1417702,650545,584,2706,2189641,40.696464048203104,6.159141148927835,46.414940352382644,5.934215067202673,0.5158889313795901,0.2793038157686101,13.0,0.45887288019626127,0.6474586473307725,869.4613677627598
82,california,sacramento,958499,523083,79,781,1418788,50.736558550835674,10.363504161590734,22.51148196153883,14.775135883050512,0.5860266715287789,1.0272192516121064,13.0,0.545731398780802,0.6755759140900544,50.20894127171755
83,california,san,34492,20592,17,164,55269,39.009464302122566,0.6579068271616282,57.311403105761286,2.447854451897455,0.4428925847652302,0.1286409997243407,13.0,0.5970080018555027,0.6240749787403427,63.04766322625536
84,california,san,34492,20592,17,164,2035210,34.145721475374415,8.641881224207596,50.194506879060796,6.2839334159258495,0.4340870109313919,0.29981985740006045,13.0,0.5970080018555027,0.016947636853199423,63.04766322625536
85,california,san,34492,20592,17,164,3095313,50.14533475922159,4.9249394979368875,32.99606615935134,11.00513472879998,0.4739314408694058,0.4545601297811275,13.0,0.5970080018555027,0.011143299562919809,63.04766322625536
86,california,san,34492,20592,17,164,805235,43.491589694974316,6.036587709296813,15.600251092122624,34.22590604542718,0.2384094082681049,0.4071279416851356,13.0,0.5970080018555027,0.04283470042906729,63.04766322625536
87,california,san,34492,20592,17,164,685306,37.176995197804715,7.358250989926223,40.069595724962994,14.400568079242241,0.4862373175105612,0.5082022458386992,13.0,0.5970080018555027,0.05033080113117352,63.04766322625536
88,california,san,34492,20592,17,164,269637,72.9512922238995,2.050414558474364,21.22971773612386,3.1086196302730094,0.5256889711515851,0.13388759510570672,13.0,0.5970080018555027,0.1279201296557965,63.04766322625536
89,california,san,34492,20592,17,164,718451,43.92718745824227,2.7312605696436236,26.222342915519004,25.484676980196237,0.1645164581115235,1.469871935791166,13.0,0.5970080018555027,0.04800884124317455,63.04766322625536
90,california,san,1141892,546041,402,3127,55269,39.009464302122566,0.6579068271616282,57.311403105761286,2.447854451897455,0.4428925847652302,0.1286409997243407,13.0,0.4781897062068917,20.66062349599233,858.6644971678583
91,california,san,1141892,546041,402,3127,2035210,34.145721475374415,8.641881224207596,50.194506879060796,6.2839334159258495,0.4340870109313919,0.29981985740006045,13.0,0.4781897062068917,0.5610683909768525,858.6644971678583
92,california,san,1141892,546041,402,3127,3095313,50.14533475922159,4.9249394979368875,32.99606615935134,11.00513472879998,0.4739314408694058,0.4545601297811275,13.0,0.4781897062068917,0.36891002622351926,858.6644971678583
93,california,san,1141892,546041,402,3127,805235,43.491589694974316,6.036587709296813,15.600251092122624,34.22590604542718,0.2384094082681049,0.4071279416851356,13.0,0.4781897062068917,1.4180854036399313,858.6644971678583
94,california,san,1141892,546041,402,3127,685306,37.176995197804715,7.358250989926223,40.069595724962994,14.400568079242241,0.4862373175105612,0.5082022458386992,13.0,0.4781897062068917,1.6662512804499012,858.6644971678583
95,california,san,1141892,546041,402,3127,269637,72.9512922238995,2.050414558474364,21.22971773612386,3.1086196302730094,0.5256889711515851,0.13388759510570672,13.0,0.4781897062068917,4.234923248663945,858.6644971678583
96,california,san,1141892,546041,402,3127,718451,43.92718745824227,2.7312605696436236,26.222342915519004,25.484676980196237,0.1645164581115235,1.469871935791166,13.0,0.4781897062068917,1.5893804866302643,858.6644971678583
97,california,san,2590432,1173924,1333,6374,55269,39.009464302122566,0.6579068271616282,57.311403105761286,2.447854451897455,0.4428925847652302,0.1286409997243407,13.0,0.4531769218416079,46.86952903074056,2558.3774289384937
98,california,san,2590432,1173924,1333,6374,2035210,34.145721475374415,8.641881224207596,50.194506879060796,6.2839334159258495,0.4340870109313919,0.29981985740006045,13.0,0.4531769218416079,1.2728082114376404,2558.3774289384937
99,california,san,2590432,1173924,1333,6374,3095313,50.14533475922159,4.9249394979368875,32.99606615935134,11.00513472879998,0.4739314408694058,0.4545601297811275,13.0,0.4531769218416079,0.8368885472971554,2558.3774289384937
100,california,san,2590432,1173924,1333,6374,805235,43.491589694974316,6.036587709296813,15.600251092122624,34.22590604542718,0.2384094082681049,0.4071279416851356,13.0,0.4531769218416079,3.2169888293479545,2558.3774289384937
101,california,san,2590432,1173924,1333,6374,685306,37.176995197804715,7.358250989926223,40.069595724962994,14.400568079242241,0.4862373175105612,0.5082022458386992,13.0,0.4531769218416079,3.779963986890528,2558.3774289384937
102,california,san,2590432,1173924,1333,6374,269637,72.9512922238995,2.050414558474364,21.22971773612386,3.1086196302730094,0.5256889711515851,0.13388759510570672,13.0,0.4531769218416079,9.607108816668335,2558.3774289384937
103,california,san,2590432,1173924,1333,6374,718451,43.92718745824227,2.7312605696436236,26.222342915519004,25.484676980196237,0.1645164581115235,1.469871935791166,13.0,0.4531769218416079,3.6055792253055534,2558.3774289384937
104,california,san,691315,370439,588,2489,55269,39.009464302122566,0.6579068271616282,57.311403105761286,2.447854451897455,0.4428925847652302,0.1286409997243407,13.0,0.5358469004722883,12.508187229730952,1651.2804727222756
105,california,san,691315,370439,588,2489,2035210,34.145721475374415,8.641881224207596,50.194506879060796,6.2839334159258495,0.4340870109313919,0.29981985740006045,13.0,0.5358469004722883,0.3396774779998133,1651.2804727222756
106,california,san,691315,370439,588,2489,3095313,50.14533475922159,4.9249394979368875,32.99606615935134,11.00513472879998,0.4739314408694058,0.4545601297811275,13.0,0.5358469004722883,0.22334251818798292,1651.2804727222756
107,california,san,691315,370439,588,2489,805235,43.491589694974316,6.036587709296813,15.600251092122624,34.22590604542718,0.2384094082681049,0.4071279416851356,13.0,0.5358469004722883,0.8585257719796084,1651.2804727222756
108,california,san,691315,370439,588,2489,685306,37.176995197804715,7.358250989926223,40.069595724962994,14.400568079242241,0.4862373175105612,0.5082022458386992,13.0,0.5358469004722883,1.0087683458192398,1651.2804727222756
109,california,san,691315,370439,588,2489,269637,72.9512922238995,2.050414558474364,21.22971773612386,3.1086196302730094,0.5256889711515851,0.13388759510570672,13.0,0.5358469004722883,2.5638729106168663,1651.2804727222756
110,california,san,691315,370439,588,2489,718451,43.92718745824227,2.7312605696436236,26.222342915519004,25.484676980196237,0.1645164581115235,1.469871935791166,13.0,0.5358469004722883,0.9622298528361711,1651.2804727222756
111,california,san,417870,196698,233,1561,55269,39.009464302122566,0.6579068271616282,57.311403105761286,2.447854451897455,0.4428925847652302,0.1286409997243407,13.0,0.4707157728480149,7.560657873310536,678.9100437935243
112,california,san,417870,196698,233,1561,2035210,34.145721475374415,8.641881224207596,50.194506879060796,6.2839334159258495,0.4340870109313919,0.29981985740006045,13.0,0.4707157728480149,0.20532033549363457,678.9100437935243
113,california,san,417870,196698,233,1561,3095313,50.14533475922159,4.9249394979368875,32.99606615935134,11.00513472879998,0.4739314408694058,0.4545601297811275,13.0,0.4707157728480149,0.1350008868246927,678.9100437935243
114,california,san,417870,196698,233,1561,805235,43.491589694974316,6.036587709296813,15.600251092122624,34.22590604542718,0.2384094082681049,0.4071279416851356,13.0,0.4707157728480149,0.5189416754115258,678.9100437935243
115,california,san,417870,196698,233,1561,685306,37.176995197804715,7.358250989926223,40.069595724962994,14.400568079242241,0.4862373175105612,0.5082022458386992,13.0,0.4707157728480149,0.6097568093669106,678.9100437935243
116,california,san,417870,196698,233,1561,269637,72.9512922238995,2.050414558474364,21.22971773612386,3.1086196302730094,0.5256889711515851,0.13388759510570672,13.0,0.4707157728480149,1.5497502197398725,678.9100437935243
117,california,san,417870,196698,233,1561,718451,43.92718745824227,2.7312605696436236,26.222342915519004,25.484676980196237,0.1645164581115235,1.469871935791166,13.0,0.4707157728480149,0.5816263043687043,678.9100437935243
118,california,san,195014,128353,79,1279,55269,39.009464302122566,0.6579068271616282,57.311403105761286,2.447854451897455,0.4428925847652302,0.1286409997243407,13.0,0.6581732593557386,3.528451754147895,404.13498518055115
119,california,san,195014,128353,79,1279,2035210,34.145721475374415,8.641881224207596,50.194506879060796,6.2839334159258495,0.4340870109313919,0.29981985740006045,13.0,0.6581732593557386,0.09582008736199213,404.13498518055115
120,california,san,195014,128353,79,1279,3095313,50.14533475922159,4.9249394979368875,32.99606615935134,11.00513472879998,0.4739314408694058,0.4545601297811275,13.0,0.6581732593557386,0.06300299840436169,404.13498518055115
121,california,san,195014,128353,79,1279,805235,43.491589694974316,6.036587709296813,15.600251092122624,34.22590604542718,0.2384094082681049,0.4071279416851356,13.0,0.6581732593557386,0.24218271684663484,404.13498518055115
122,california,san,195014,128353,79,1279,685306,37.176995197804715,7.358250989926223,40.069595724962994,14.400568079242241,0.4862373175105612,0.5082022458386992,13.0,0.6581732593557386,0.28456485132189124,404.13498518055115
123,california,san,195014,128353,79,1279,269637,72.9512922238995,2.050414558474364,21.22971773612386,3.1086196302730094,0.5256889711515851,0.13388759510570672,13.0,0.6581732593557386,0.7232464387305897,404.13498518055115
124,california,san,195014,128353,79,1279,718451,43.92718745824227,2.7312605696436236,26.222342915519004,25.484676980196237,0.1645164581115235,1.469871935791166,13.0,0.6581732593557386,0.2714367437723658,404.13498518055115
125,california,san,524642,290058,39,390,55269,39.009464302122566,0.6579068271616282,57.311403105761286,2.447854451897455,0.4428925847652302,0.1286409997243407,13.0,0.5528684321880444,9.492518409958567,22.613134289668004
126,california,san,524642,290058,39,390,2035210,34.145721475374415,8.641881224207596,50.194506879060796,6.2839334159258495,0.4340870109313919,0.29981985740006045,13.0,0.5528684321880444,0.2577827349511844,22.613134289668004
127,california,san,524642,290058,39,390,3095313,50.14533475922159,4.9249394979368875,32.99606615935134,11.00513472879998,0.4739314408694058,0.4545601297811275,13.0,0.5528684321880444,0.16949562128288803,22.613134289668004
128,california,san,524642,290058,39,390,805235,43.491589694974316,6.036587709296813,15.600251092122624,34.22590604542718,0.2384094082681049,0.4071279416851356,13.0,0.5528684321880444,0.6515389917229132,22.613134289668004
129,california,san,524642,290058,39,390,685306,37.176995197804715,7.358250989926223,40.069595724962994,14.400568079242241,0.4862373175105612,0.5082022458386992,13.0,0.5528684321880444,0.7655587431016218,22.613134289668004
130,california,san,524642,290058,39,390,269637,72.9512922238995,2.050414558474364,21.22971773612386,3.1086196302730094,0.5256889711515851,0.13388759510570672,13.0,0.5528684321880444,1.9457344503907106,22.613134289668004
131,california,san,524642,290058,39,390,718451,43.92718745824227,2.7312605696436236,26.222342915519004,25.484676980196237,0.1645164581115235,1.469871935791166,13.0,0.5528684321880444,0.730240475690061,22.613134289668004
132,california,santa,261069,157697,87,958,423895,49.115538500796845,1.7619416746510543,43.73847479742125,4.767762654251143,0.4492120733568612,0.1668295642209565,13.0,0.6040433755060922,0.6158812913575296,249.0141686680533
